Key,Spanish
display_event.reg_riot_soon,¡Los fanáticos exigen sangre: {target_name}!
display_event.reg_riot_cancel,Los fanáticos están complacidos con la ejecución de {target_name}. No habrá rebelión.
display_event.holy_family_become_enemy,¡Has perdido el favor de la matriarca!
display_event.reg_riot_against_king,Los fanáticos creen que {target_name} debe morir.
display_event.reg_riot_in_hour,¡La rebelión empezará en unas pocas horas!
display_event.low_loyaled,El señor está abandonando la provincia.
display_event.bulglary_storage,Vagabundos han robado en el almacén del salón.
display_event.hall_robbed,Se han infiltrado vagabundos en el salón de reuniones y han robado oro.
display_event.library_robbed,Se han infiltrado vagabundos en la biblioteca y han robado libros.
display_event.lord_kidnapped,¡Unos vagabundos han secuestrado a tu señor!
display_event.lord_killed,¡Unos criminales sobornados han matado a tu señor!
display_event.army_returned_from_global_map,La escuadra ha vuelto.
display_event.hirde_bandits_returned_from_global_map,Los criminales contratados han vuelto con el botín.
display_event.kid_now_can_read,{name} ha crecido y ahora es adolescente.
display_event.bishop_arrived,El obispo ha llegado a tu asentamiento.
display_event.bishop_leave_province,El obispo abandona tu asentamiento.
display_event.faction_become_enemy,La facción {faction_name} se ha convertido en tu enemiga.
display_event.faction_soon_become_enemy,La facción {faction_name} pronto se convertirá en tu enemiga.
display_event.economy_statistics,Informe económico
display_event.dayly_statistic,Estadísticas diarias
display_event.daily_stat_main_pronlems,Pensamientos negativos frecuentes
display_event.daily_stat_no_problems,Sin problemas
display_event.world_summary,Resumen del mundo
display_event.world_summary_trade,Comercio
display_event.world_summary_marriage,Matrimonio
display_event.world_summary_other,Otro
display_event.world_summary_politic,Política
display_event.religious_rebellion_start,¡Ha comenzado una revuelta religiosa!
display_event.slaves_rebellion,¡Ha comenzado una revuelta de prisioneros!
display_event.soldier_rebellion,¡Ha comenzado la rebelión de los guerreros!
display_event.loyalist_rage,¡Los fieles al régimen han iniciado una masacre!
display_event.loyalist_rage_over,Los fieles al régimen han finalizado la masacre.
display_event.soldier_rebellion_finished,La rebelión de los guerreros ha terminado.
display_event.soldier_rebellion_crushed,¡La rebelión de los guerreros se ha reprimido con éxito!
display_event.religion_rebellion_crushed,¡El levantamiento religioso se ha reprimido con éxito!
display_event.religion_rebellion_finished,El levantamiento religioso ha terminado.
display_event.slaves_rebellion_finished,La rebelión de prisioneros ha terminado.
display_event.slaves_rebellion_crushed,¡La rebelión de prisioneros se ha reprimido con éxito!
display_event.culture_rage_today,{name}: seguramente inicie una revuelta contra {name_2}.
display_event.culture_rage,{name}: empieza una revuelta.
display_event.culture_rage_over,La revuelta ha terminado.
display_event.no_new_events,Sin eventos.
display_event.player_became_vassal,Tienes una relación de vasallaje con {sir_faction}.
display_event.player_stopped_being_vassal,Ya no tienes una relación de vasallaje con {ex_sir_faction}.
display_event.enemy_go_to_attack_town_soon,¡Parece que {faction} está a punto de atacar tu ciudad!
display_event.enemy_go_to_attack_village,¡{faction} ha enviado un ejército para saquear tu pueblo!
display_event.enemy_go_to_attack_town,¡{faction} ha enviado un ejército para saquear tu ciudad!
display_event.bandits_go_to_attack_village,¡Los bandidos del bosque han entrado en tu pueblo!
display_event.bandits_go_to_attack_town,¡Los bandidos del bosque se dirigen a atacar tu ciudad!
display_event.bandits_looted_village,¡Los bandidos del bosque han saqueado tu pueblo!
display_event.enemy_looted_village,¡{faction} ha saqueado tu pueblo!
display_event.heir_rebellion,¡El heredero ha iniciado una rebelión!
display_event.new_heir,{name} heredará la corona.
display_event.free_lord_was_hired,Se ha contratado al señor libre {name} durante {duration} días.
display_event.lord_captured,{faction_name_2} ha capturado a {name} de {faction_name}.
display_event.captive_terror,{king_name} se ha enterado de tu interacción con {captive_name}. Su relación contigo ha empeorado.
display_event.looted_books,Libros robados:
display_event.character_part_of_nature_add,{name} ha obtenido el rasgo de personalidad {trait_name}.
display_event.character_part_of_nature_delete,{name} ha perdido el rasgo de personalidad {trait_name}.
display_event.character_revail_skill_trait,{name} ha alcanzado la perfección en la habilidad {skill_name} y ha desbloqueado el rasgo de habilidad {trait_name}.
display_event.dark_order,Han sobornado a tus criminales.
display_event.student_as_teacher,{student} ha llegado al nivel {teacher} en la habilidad {skill}.
display_event.student_as_teacher_general,{student} ha llegado al nivel {teacher} en todas las habilidades.
display_event.murder_intention_add,{name} está urdiendo un asesinato.
display_event.bishop_is_king_enemy,El monarca se ha convertido en enemigo del obispo.
display_event.kid_need_lesson,{name}: no está aprendiendo
display_event.lord_dead_in_travell,{name}: ha muerto en el viaje
display_event.other_faction_king_dead,El gobernante de {faction} ha muerto.
display_event.soldier_for_rises,Hay guerreros que pueden ascender.
display_event.persons_forest_bandits,Hay bandidos del bosque en tus tierras.
display_event.religious_punishment_soon,La Inquisición llegará pronto.
display_event.ceremony_start,La ceremonia empieza: {name}
display_event.ceremony_today,Hoy tendrá lugar la ceremonia de {name}.
display_event.guest_duel,{name}: ha retado a {lord} a un duelo
display_event.lord_seduced,Han seducido a {name}. Su lealtad está en peligro.
display_event.lord_bribed,Han sobornado a {name}. Su lealtad está en peligro.
display_event.adopted_child_lord,{mother} ha muerto durante el parto y {king} ha decidido adoptar al infante en la familia.
display_event.drunk_fight_start,{name}: ha empezado una pelea de borrachos
display_event.nectar_rage_begin,{name}: ¡tiene furia de néctar!
display_event.new_matriarch,Nueva matriarca
display_event.synod_relations_begin,Inicio de relación con la Familia Feliz
display_event.discovered_talent,{name}: ¡ha descubierto un nuevo talento mientras entrenaba!
display_event.inspired_today,{names}: ¡inspiración!
display_event.terror_culture,La gente de {name} está sufriendo terror cultural.
display_event.culture_migration_increase,{name}: consecuencias de la guerra
display_event.character_assimilated,{name}: ha cambiado de cultura por influencia.
display_event.death_is_near,{name}: se está muriendo
display_event.death_is_near_king,{name}: el monarca se está muriendo
display_event.death_is_near_king_heirs_power_struggle,{name}: el monarca se está muriendo. ¡Ha dado comienzo la lucha de sus herederos por el trono!
family.brother_sister_f,Hermana
family.brother_sister_m,Hermano
family.child_f,Hija
family.child_m,Hijo
family.ex_paramour_f,Examante
family.ex_paramour_m,Examante
family.ex_spouce_f,Exmujer
family.ex_spouce_m,Exmarido
family.nephew_niece_f,Sobrina
family.nephew_niece_m,Sobrino
family.paramour_f,Amante
family.paramour_m,Amante
family.parent_f,Madre
family.parent_m,Padre
family.spouce_f,Esposa
family.spouce_m,Esposo
family.uncle_aunt_f,Tía
family.uncle_aunt_m,Tío
menu.appoint.inspection,Inspección
menu.appoint.preaching,Sermón
menu.appoint.soldiers_training,Entrenamiento de guerreros
menu.appoint.training,Entrenamiento
appoint.clerk_additional,De la cancillería
menu.army,Ejército
menu.army.commander,Comandante
menu.army.create_army,Crear
menu.army.group.exp_mercenaries,Mercenarios curtidos
menu.army.group.mercenaries,CABALLEROS ({count})
menu.army.group.militia,DE CAMPESINOS ({count})
menu.army.group.slave,PRISIONEROS LIBRES ({count})
menu.army.group.rise,ASCENDER
menu.army.hire,Contratar
menu.army.hire_soldier.caption,Contratar tropas
menu.army.lords,COMANDANTES
menu.army.new_army_button,Ejército
menu.army.new_army.caption,Nuevo ejército
menu.army.new_army.create,Crear
menu.army.new_army.auto,Automático
menu.army.new_army.warriors,GUERREROS ({count})
menu.army.new_army.warehouse,EN EL ALMACÉN
menu.army.new_army.squad_equip,EN LA ESCUADRA
menu.army.new_army.weapon,Armas
menu.army.new_army.armor,Armadura
menu.army.new_army.shield,Escudos
menu.army.patrol,Patrulla de la ciudad
menu.army.soldiers,GUERREROS
menu.army.without_equip,Sin equipo
menu.construction.category.army,Ejército
menu.construction.category.housing,Alojamiento
menu.construction.category.production,Producción
menu.construction.category.resources,Recursos
menu.construction.category.service,Servicio
menu.construction.category.decor,Adornos
menu.construction.hint.produce,Produce:
menu.economy,Economía
menu.economy.do_up_to,Hacerlo hasta
menu.economy.do_up_to_x,Hacerlo hasta X
menu.economy.in_construction,En construcción
menu.economy.make,Hacer
menu.economy.make_x,Hacer X
menu.economy.order_complete,Se ha logrado el objetivo
menu.economy.required,Necesario
menu.economy.resources,Recursos
menu.economy.sell,Cantidad
menu.economy.sold,Vendido
menu.economy.used,Usado
menu.economy.workshops,Talleres
menu.finance.by_price,Precio por unidad
menu.finance.caption,Finanzas
menu.finance.daily,Gastos diarios
menu.finance.daily_jobless,Desempleados
menu.finance.daily_services,Servicio
menu.finance.daily_soldiers,Guerreros
menu.finance.daily_workers,Campesinos
menu.finance.dayly_sales,Ventas por día
menu.finance.food,Comida
menu.finance.food_for_slaves,Prisioneros
menu.finance.market,Mercado local
menu.finance.money,Dinero
menu.finance.salary,Salarios
menu.finance.sell,Cantidad
menu.finance.slaves,Prisioneros
menu.finance.taverns,Tabernas
menu.finance.total,Total
menu.finance.goods_availability.title,Riqueza de los residentes
menu.finance.goods_availability.population,Residentes:
menu.finance.goods_availability.slaves,Prisioneros:
menu.finance.goods_availability.peasants,Habitantes
menu.finance.goods_availability.soldiers,Guerreros
menu.finance.goods_availability.food_for_sale,<hint=hint_food>Comida</hint> a la venta:
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>Alcohol</hint> a la venta:
menu.finance.goods_availability.food_for_slaves,<hint=hint_food>Comida</hint> distribuida:
menu.finance.goods_availability.drinks_for_slaves,<hint=hint_alcohol>Alcohol</hint> distribuido:
menu.finance.goods_availability.savings,<hint=hint_wealth>Riqueza</hint> media:
menu.finance.goods_availability.sale_yesterday,<b>Total vendido ayer:</b>
menu.appoint.victory_chance,Probabilidad de victoria:
menu.production,Producción
menu.tools.hint.army,Ejército
menu.tools.hint.clan,Dinastía
menu.tools.hint.construction,Construcción
menu.tools.hint.finance,Finanzas
menu.tools.hint.statistics,Estadísticas
menu.tools.hint.knowledge,Conocimiento
menu.tools.hint.production,Producción
menu.tools.hint.world,Mundo
menu.trade,Comercio
menu.trade.deal,Comerciar
menu.trade.price_change_reason,{bonus_penalty_side} debido a la diferencia en la habilidad {skill_name}
menu.trade.price_change_global_map,El precio de algunas mercancías ha subido debido a los sucesos del mundo.
menu.trade.price_change_reason.bonus,a tu favor
menu.trade.price_change_reason.penalty,a favor del comerciante
menu.family.restrictions,Restricciones
menu.family.tree,Árbol familiar
menu.family.сhronicles,Crónicas
menu.family.dogmas,Dogmas
menu.battle_squad.is_allow_shoot,Autorizar disparos
menu.battle_squad.stats.on_legs,A pie:
menu.battle_squad.stats.moral,Humor:
menu.battle_squad.stats.equipment,Equipo:
menu.battle_squad.stats.skill,Habilidad Combate:
menu.battle_squad.hostage,Capturar rehenes
menu.battle_squad.surrender,Rendirse
menu.battle_squad.disband,Disolverse
menu.battle_squad.header,ESCUADRA DE BATALLA
menu.battle_squad.loot,SAQUEAR
menu.battle_squad.order,ORDEN
menu.battle_squad.is_protect_archers,Proteger a arqueros
menu.battle_squad.is_commander_stay_in_back,Ir en la retaguardia
name.trader,Comerciante
notification.miscarriage,{name} ha sufrido un aborto.
notification.actor_use_medicine,{name} ha usado ungüento.
notification.character_get_robbed,Unos ladrones han atacado a {name}.
notification_character.immobilized,{name} no puede moverse.
notification.character_close_dead,{name_initiator} -> {name_target}: llora desconsoladamente por su pérdida.
notification.character_crime,¡Han acusado a {name} de un crimen!
notification.character_date,{name_initiator} y {name_target} tienen hoy una cita.
notification.character_dead,{name} ha fallecido.
notification.character_disease_hard,{name} tiene una grave enfermedad.
notification.character_gift,{name_initiator} -> {name_target}: le ha dado un regalo.
notification.character_intrigue_full,{name_initiator} -> {name_target}: la relación con {name_third_person} ha empeorado como resultado de la intriga.
notification.character_intrigue,{name_target} -> {name_third_person}: la relación ha empeorado debido a las intrigas.
notification.character_join_to_player,{name} se une a tu familia noble.
notification.character_love,{name_initiator} -> {name_target}: se ha enamorado.
notification.character_low_loyalty,{name}: baja lealtad
notification.character_praise,{name_target} -> {name_third_person}: la relación ha mejorado como resultado de una alabanza.
notification.character_skill_new_level,¡{name} ha obtenido un nuevo nivel! {skill}: {level}
notification.character_slander,{name_target} -> {name_third_person}: la relación ha empeorado debido a las calumnias.
notification.character_unconscious,{name} está inconsciente.
notification.character_under_attack,¡{name} ha entrado en batalla!
notification.character_go_insight,{name} ha tenido una revelación: {knowledge_name}.
