Key,Hungarian
display_event.building_needs_direct_contol,Az épület működtetéséhez közvetlen irányítás szükséges.
display_event.building_without_inspector,Az épülethez intéző kell.
display_event.order_complete,{value} {resource}: Parancs teljesítve!
display_event.building_without_instruction,A munkások ma nem kaptak utasítást.
display_event.resources_stolen,Nyersanyagokat raboltak! {value} {resource}
display_event.thugs_appear,Brigantik tűntek fel a városban.
display_event.wolf_attack,Húsfarkastámadás!
display_event.no_meds,A gyógykenőcs elkészült!
display_event.quest_result,Eredmény: {quest_name}
display_event.battle_result,Csata kimenetele
display_event.battle_start,Új csata!
display_event.new_quest,{name}
display_event.new_book,Elkészült a könyv egy új példánya: {knowledge}
display_event.new_knowledge,Megszerzett ismeret: {knowledge}
display_event.slave_escape,Egy fogoly szökni próbál.
display_event.unhappy_lord,A nemesed elégedetlen.
display_event.actor_dont_work,A rossz hangulat miatt {name} nem hajlandó elvégezni a feladatait.
display_event.reg_riot_soon,A fanatikusok vért követelnek: {target_name}!
display_event.reg_riot_cancel,A fanatikusok megelégedtek {target_name} kivégzésével. Nem lesz lázadás.
display_event.holy_family_become_enemy,Kiestél a Mátriárka kegyeiből!
display_event.reg_riot_against_king,A fanatikusok {target_name} halálát akarják.
display_event.reg_riot_in_hour,A lázadás néhány órán belül kezdődik!
display_event.low_loyaled,A nemes elhagyja a tartományt.
display_event.bulglary_storage,Csavargók kirabolták a palota raktárát.
display_event.hall_robbed,"Csavargók hatoltak be a palotába, és aranyat loptak."
display_event.library_robbed,"Csavargók hatoltak be a könyvtárba, és könyveket loptak."
display_event.lord_kidnapped,Csavargók elrabolták a nemesed!
display_event.lord_killed,Lefizetett brigantik megölték a nemesed!
display_event.army_returned_from_global_map,Az osztag visszatért.
display_event.hirde_bandits_returned_from_global_map,A felbérelt brigantik visszatértek a zsákmánnyal.
display_event.kid_now_can_read,"{name} felnőtt, és serdülőkorba lépett."
display_event.bishop_arrived,A püspök a városodba érkezett.
display_event.bishop_leave_province,A püspök elhagyja a városod.
display_event.faction_become_enemy,{faction_name} tartománya az ellenségünk lett.
display_event.faction_soon_become_enemy,{faction_name} tartománya hamarosan az ellenségünk lesz.
display_event.economy_statistics,Gazdasági jelentés
display_event.dayly_statistic,Napi statisztikák
display_event.daily_stat_main_pronlems,Gyakori negatív gondolatok
display_event.daily_stat_no_problems,Nincs probléma
display_event.world_summary,Világösszegzés
display_event.world_summary_trade,Kereskedés
display_event.world_summary_marriage,Házasság
display_event.world_summary_other,Egyéb
display_event.world_summary_politic,Politika
display_event.religious_rebellion_start,Vallási felkelés robbant ki!
display_event.slaves_rebellion,Fogolylázadás robbant ki!
display_event.soldier_rebellion,A harcosok lázadása megkezdődött!
display_event.loyalist_rage,A lojalisták mészárlásba kezdenek!
display_event.loyalist_rage_over,A lojalisták bevégezték a mészárlást.
display_event.soldier_rebellion_finished,A harcosok lázadása véget ért.
display_event.soldier_rebellion_crushed,A harcosok lázadása sikeresen le lett verve!
display_event.religion_rebellion_crushed,A vallási felkelés sikeresen le lett verve!
display_event.religion_rebellion_finished,A vallási felkelés véget ért.
display_event.slaves_rebellion_finished,A fogolylázadás véget ért.
display_event.slaves_rebellion_crushed,A fogolylázadás sikeresen le lett verve!
display_event.culture_rage_today,{name}: valószínűleg fel fog lázadni {name_2} ellen
display_event.culture_rage,{name}: Zavargás robbant ki.
display_event.culture_rage_over,A zavargás véget ért.
display_event.no_new_events,Nincs esemény.
display_event.player_became_vassal,{sir_faction} vazallusa lettél.
display_event.player_stopped_being_vassal,Már nem vagy {ex_sir_faction} vazallusa.
display_event.enemy_go_to_attack_town_soon,"Olybá tűnik, {faction} hamarosan a városodra támad!"
display_event.enemy_go_to_attack_village,"{faction} hadsereget küldött, hogy kifossza a falud!"
display_event.enemy_go_to_attack_town,"{faction} hadsereget küldött, hogy kifossza a városod!"
display_event.bandits_go_to_attack_village,Erdei banditák vonulnak a falud ellen!
display_event.bandits_go_to_attack_town,Erdei banditák készülnek a falvadra támadni!
display_event.bandits_looted_village,Erdei banditák fosztották ki a faludat!
display_event.enemy_looted_village,{faction} kifosztotta a falud!
display_event.heir_rebellion,Az örökös lázadást szít!
display_event.new_heir,{name} az új trónörökös
display_event.free_lord_was_hired,{name} szabad nemes {duration} napra felbérelve
display_event.lord_captured,{name} {faction_name} tartományból {faction_name_2} fogságába esett
display_event.captive_terror,{king_name} tudomást szerzett az interakciódról {captive_name} személyével. Romlott a veled való kapcsolata.
display_event.looted_books,Lopott könyvek:
display_event.character_part_of_nature_add,{name} megszerezte a(z) {trait_name} személyiségvonást
display_event.character_part_of_nature_delete,{name} elvesztette a(z) {trait_name} személyiségvonást
display_event.character_revail_skill_trait,"{name} tökélyre fejlesztette a(z) {skill_name} képességet, és feloldotta a(z) {trait_name} képesség jellemvonást"
display_event.dark_order,A brigantijaidat lefizették.
display_event.student_as_teacher,{student} elérte a(z) {teacher}. szintet a(z) {skill} képességben
display_event.student_as_teacher_general,{student} {teacher}. szintet ért el minden képességben
display_event.murder_intention_add,{name} gyilkosságot tervez.
display_event.bishop_is_king_enemy,Az uralkodó és a püspök ellenségekké váltak.
display_event.kid_need_lesson,{name}: nem tanul
display_event.lord_dead_in_travell,{name}: halálát lelte út közben
display_event.other_faction_king_dead,{faction} uralkodója meghalt
display_event.soldier_for_rises,Egyes katonákat elő lehet léptetni
display_event.persons_forest_bandits,Erdei banditák a földeden
display_event.religious_punishment_soon,Az Inkvizíció hamarosan megérkezik
display_event.ceremony_start,Kezdődik a szertartás: {name}
display_event.ceremony_today,Ma lesz a(z) {name} szertartás.
display_event.guest_duel,{name}: Párbajra hívtad {lord} nemest
display_event.lord_seduced,{name} nemest elcsábították. A hűsége veszélyben van.
display_event.lord_bribed,{name} nemest lefizették. A hűsége veszélyben van.
display_event.adopted_child_lord,"{mother} belehalt a szülésbe, és {king} úgy döntött, a gyermeket befogadja a családba."
display_event.drunk_fight_start,{name}: részegen verekedésbe kezdett
display_event.nectar_rage_begin,{name}: nektárőrületben tombol!
display_event.new_matriarch,Új Mátriárka
display_event.synod_relations_begin,Kapcsolat kezdete a Szerető Családdal
display_event.discovered_talent,{name}: Új tehetségre derült fény a képzés során!
display_event.inspired_today,{names}: Ihlet!
display_event.terror_culture,{name} népét kultuszterror sújtja.
display_event.culture_migration_increase,{name}: A háború következményei
display_event.character_assimilated,{name}: a hatása alatt megváltoztatta a kultúráját.
display_event.death_is_near,{name}: Haldoklik
display_event.death_is_near_king,{name}: Az uralkodó haldoklik
display_event.death_is_near_king_heirs_power_struggle,{name}: Az uralkodó haldoklik. Az örökösök közt megindult a harc a trónért!
family.brother_sister_f,Nővér
family.brother_sister_m,Fivér
family.child_f,Leány
family.child_m,Fiú
family.ex_paramour_f,Volt szerető
family.ex_paramour_m,Volt szerető
family.ex_spouce_f,Volt házastárs
family.ex_spouce_m,Volt házastárs
family.nephew_niece_f,Unokahúg
family.nephew_niece_m,Unokaöcs
family.paramour_f,Szerető
family.paramour_m,Szerető
family.parent_f,Anya
family.parent_m,Apa
family.spouce_f,Házastárs
family.spouce_m,Házastárs
family.uncle_aunt_f,Nagynéni
family.uncle_aunt_m,Nagybácsi
menu.appoint.inspection,Ellenőrzés
menu.appoint.preaching,Prédikáció
menu.appoint.soldiers_training,Harcoskiképzés
menu.appoint.training,Kiképzés
appoint.clerk_additional,A kancelláriáról
menu.army,Hadsereg
menu.army.commander,PARANCSNOK
menu.army.create_army,Létrehoz
menu.army.group.exp_mercenaries,HARCEDZETT ZSOLDOSOK
menu.army.group.mercenaries,LOVAGOK ({count})
menu.army.group.militia,"
PARASZTOKBÓL ({count})"
menu.army.group.slave,SZABAD FOGLYOK ({count})
menu.army.group.rise,ELŐLÉPTETÉS
menu.army.hire,Toborzás
menu.army.hire_soldier.caption,Csapatok felfogadása
menu.army.lords,PARANCSNOKOK
menu.army.new_army_button,Hadsereg
menu.army.new_army.caption,Új hadsereg
menu.army.new_army.create,Létrehoz
menu.army.new_army.auto,Automatikus
menu.army.new_army.warriors,HARCOSOK ({count})
menu.army.new_army.warehouse,ÁLLOMÁNYBAN
menu.army.new_army.squad_equip,"
AZ OSZTAGNAK"
menu.army.new_army.weapon,Fegyverek
menu.army.new_army.armor,Páncél
menu.army.new_army.shield,Pajzsok
menu.army.patrol,Helyi járőr
menu.army.soldiers,HARCOSOK
menu.army.without_equip,Felszerelés nélkül
menu.construction.category.army,Hadsereg
menu.construction.category.housing,Szállás
menu.construction.category.production,Termelés
menu.construction.category.resources,Nyersanyagok
menu.construction.category.service,Szolgáltatás
menu.construction.category.decor,Dekoráció
menu.construction.hint.produce,Termel:
menu.economy,Gazdaság
menu.economy.do_up_to,Csináld eddig:
menu.economy.do_up_to_x,Csináld X adagig
menu.economy.in_construction,Építés alatt
menu.economy.make,Készíts
menu.economy.make_x,Készíts X adagot
menu.economy.order_complete,Cél elérve
menu.economy.required,Szükséges
menu.economy.resources,Nyersanyagok
menu.economy.sell,Mennyiség
menu.economy.sold,Eladva
menu.economy.used,Felhasználva
menu.economy.workshops,Műhelyek
menu.finance.by_price,Egységár
menu.finance.caption,Pénzügyek
menu.finance.daily,Napi kiadások
menu.finance.daily_jobless,Munkanélküli
menu.finance.daily_services,Szolgáltatás
menu.finance.daily_soldiers,Harcosok
menu.finance.daily_workers,Parasztok
menu.finance.dayly_sales,Eladás naponta
menu.finance.food,Élelem
menu.finance.food_for_slaves,Foglyok
menu.finance.market,Helyi piac
menu.finance.money,Pénz
menu.finance.salary,Bérek
menu.finance.sell,Mennyiség
menu.finance.slaves,Foglyok
menu.finance.taverns,Kocsmák
menu.finance.total,Összesen
menu.finance.goods_availability.title,A lakosok gazdagsága
menu.finance.goods_availability.population,Lakók:
menu.finance.goods_availability.slaves,Foglyok:
menu.finance.goods_availability.peasants,Lakosok
menu.finance.goods_availability.soldiers,Harcosok
menu.finance.goods_availability.food_for_sale,<hint=hint_food>Élelem</hint> eladásra:
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>Alkohol</hint> eladásra:
menu.finance.goods_availability.food_for_slaves,<hint=hint_food>Élelem</hint> kiosztva:
menu.finance.goods_availability.drinks_for_slaves,<hint=hint_alcohol>Alkohol</hint> kiosztva:
menu.finance.goods_availability.savings,Átlagos <hint=hint_wealth>vagyon:</hint>
menu.finance.goods_availability.sale_yesterday,<b>Tegnap összesen eladott:</b>
menu.appoint.victory_chance,Győzelem esélye:
menu.production,Termelés
menu.tools.hint.army,Hadsereg
menu.tools.hint.clan,Dinasztia
menu.tools.hint.construction,Építés
menu.tools.hint.finance,Pénzügyek
menu.tools.hint.statistics,Statisztikák
menu.tools.hint.knowledge,Ismeretek
menu.tools.hint.production,Termelés
menu.tools.hint.world,Világ
menu.trade,Kereskedés
menu.trade.deal,Kereskedés
menu.trade.price_change_reason,{bonus_penalty_side} a(z) {skill_name} képességek különbsége miatt
menu.trade.price_change_global_map,Egyes áruk ára a világtérképen zajló események miatt megemelkedett
menu.trade.price_change_reason.bonus,a te javadra
menu.trade.price_change_reason.penalty,a kereskedő javára
menu.family.restrictions,Korlátozások
menu.family.tree,Családfa
menu.family.сhronicles,Krónikák
menu.family.dogmas,Dogmák
menu.battle_squad.is_allow_shoot,Lövés engedélyezése
menu.battle_squad.stats.on_legs,Gyalog:
menu.battle_squad.stats.moral,Hangulat:
menu.battle_squad.stats.equipment,Felszerelés:
menu.battle_squad.stats.skill,Harc képesség:
menu.battle_squad.hostage,Túszejtés
menu.battle_squad.surrender,Megadás
menu.battle_squad.disband,Feloszlatás
menu.battle_squad.header,CSATAOSZTAG
menu.battle_squad.loot,ZSÁKMÁNY
menu.battle_squad.order,PARANCS
menu.battle_squad.is_protect_archers,Védd az íjászokat
menu.battle_squad.is_commander_stay_in_back,Maradj hátul
name.trader,Kereskedő
notification.miscarriage,{name} elvetélt.
notification.actor_use_medicine,{name} gyógykenőcsöt használt.
notification.character_get_robbed,{name} rablótámadást szenvedett.
notification_character.immobilized,{name} nem tud mozogni.
notification.character_close_dead,{name_initiator} -> {name_target}: vigasztalhatatlanul gyászol a veszteség miatt
notification.character_crime,{name} vádlott egy bűnügyben!
notification.character_date,{name_initiator} és {name_target} ma randevúznak
notification.character_dead,{name} elhunyt
notification.character_disease_hard,{name} súlyos beteg
notification.character_gift,{name_initiator} -> {name_target}: ajándékot adott
notification.character_intrigue_full,{name_initiator} -> {name_target}: az intrika következtében megromlott a kapcsolat {name_third_person} személyével.
notification.character_intrigue,{name_target} -> {name_third_person}: a kapcsolat intrika miatt megromlott
notification.character_join_to_player,{name} csatlakozik a nemesi családodhoz
notification.character_love,{name_initiator} -> {name_target}: beleszeretett
notification.character_low_loyalty,{name}: Alacsony hűség
notification.character_praise,{name_target} -> {name_third_person}: a kapcsolat magasztalás hatására javult.
notification.character_skill_new_level,{name} új szintre lépett! {skill}: {level}
notification.character_slander,{name_target} -> {name_third_person}: a kapcsolat rágalmazás miatt megromlott.
notification.character_unconscious,{name} nincs eszméletén
notification.character_under_attack,{name} beszállt a csatába!
notification.character_go_insight,{name} megvilágosodott: {knowledge_name}
notification.characters_start_fight,{name_initiator} és {name_target} harcolni kezdtek!
