Key,Japanese
display_event.soldier_rebellion_finished,戦士たちの反乱が収まりました
display_event.soldier_rebellion_crushed,戦士たちの反乱は見事に鎮圧されました！
display_event.religion_rebellion_crushed,宗教的反乱は見事に鎮圧されました！
display_event.religion_rebellion_finished,宗教的反乱が終わりました。
display_event.slaves_rebellion_finished,囚人の反乱が収まりました。
display_event.slaves_rebellion_crushed,囚人の反乱は見事に鎮圧されました！
display_event.culture_rage_today,{name}：おそらく、{name_2}に対して暴動を起こすだろう
display_event.culture_rage,{name}：奴らは暴動を起こします。
display_event.culture_rage_over,暴動は収まりました。
display_event.no_new_events,イベントはありません。
display_event.player_became_vassal,あなたは{sir_faction}の家臣となりました。
display_event.player_stopped_being_vassal,あなたはもう{ex_sir_faction}の家臣ではなくなりました。
display_event.enemy_go_to_attack_town_soon,{faction}があなたの街を襲撃しようとしています！
display_event.enemy_go_to_attack_village,{faction}があなたの村を略奪すべく軍隊を送り込んできました！
display_event.enemy_go_to_attack_town,{faction}があなたの街を略奪すべく軍隊を送り込んできました！
display_event.bandits_go_to_attack_village,森の盗賊があなたの村へと進軍してきました！
display_event.bandits_go_to_attack_town,森の盗賊があなたの街を襲撃しようと向かっています！
display_event.bandits_looted_village,森の盗賊があなたの村を略奪しました！
display_event.enemy_looted_village,{faction}があなたの村を略奪しました！
display_event.heir_rebellion,相続人が反旗を翻しています！
display_event.new_heir,新たに王位を継ぐのは{name}です
display_event.free_lord_was_hired,自由領主の{name}を{duration}日間雇用します
display_event.lord_captured,{faction_name}の{name}が{faction_name_2}に捕まりました
display_event.captive_terror,{king_name}が{captive_name}とのやり取りの仕方を学んだことにより、態度が軟化しました。
display_event.looted_books,盗まれた書物：
display_event.character_part_of_nature_add,{name}が性格特徴である{trait_name}を獲得しました
display_event.character_part_of_nature_delete,{name}が性格特徴である{trait_name}を失いました
display_event.character_revail_skill_trait,{name}がスキル「{skill_name}」を完全に極めて、スキル特徴「{trait_name}」をアンロックしました
display_event.dark_order,雇っていた殺し屋が買収されてしまいました
display_event.student_as_teacher,{student}がスキル「{skill}」のレベル {teacher} に到着しました
display_event.student_as_teacher_general,{student}が全スキルにおいて「{teacher}」レベルに到達しました
display_event.murder_intention_add,{name}が殺人を計画しています
display_event.bishop_is_king_enemy,王が司教と敵対することになりました
display_event.kid_need_lesson,{name}：未修得
display_event.lord_dead_in_travell,{name}：旅の途中で死亡
display_event.other_faction_king_dead,{faction}の支配者が死亡
display_event.soldier_for_rises,昇進待ちの兵士がいます
display_event.persons_forest_bandits,森の盗賊が自国の領土にいます
display_event.religious_punishment_soon,異端審問がまもなく始まります
display_event.ceremony_start,式典開始： {name}
display_event.ceremony_today,本日、{name}の式典が執り行われます。
display_event.guest_duel,{name}：{lord}に決闘を申し込む
display_event.lord_seduced,{name}は誘惑され、忠誠心が危うい状態にあります。
display_event.lord_bribed,{name}は買収され、忠誠心が危うい状態にあります。
display_event.adopted_child_lord,{mother}は出産時に亡くなり、{king}は養子を迎え入れることにしました
display_event.drunk_fight_start,{name}：酔っぱらって乱闘騒ぎを起こしました
display_event.nectar_rage_begin,{name}： ネクタルの怒りに駆られています！
display_event.new_matriarch,新しい女家長
display_event.synod_relations_begin,ラヴィング一族との関係の始まり
display_event.discovered_talent,{name}：訓練中に新たなタレントを発見！
display_event.inspired_today,{names}：啓示を受けました！
display_event.terror_culture,{name}の人々は文化的恐怖に苦しめられています。
display_event.culture_migration_increase,{name}：戦争がもたらすもの
display_event.character_assimilated,{name}：影響を受けて自分たちの文化を変えました。
display_event.death_is_near,{name}：死にかけています
display_event.death_is_near_king,{name}：君主が死にかけています
display_event.death_is_near_king_heirs_power_struggle,{name}：君主が死にかけています。相続人たちの争いが火ぶたを切りました！
family.brother_sister_f,姉妹
family.brother_sister_m,兄弟
family.child_f,娘
family.child_m,息子
family.ex_paramour_f,元恋人
family.ex_paramour_m,元恋人
family.ex_spouce_f,元配偶者
family.ex_spouce_m,元配偶者
family.nephew_niece_f,姪
family.nephew_niece_m,甥
family.paramour_f,恋人
family.paramour_m,恋人
family.parent_f,母
family.parent_m,父
family.spouce_f,配偶者
family.spouce_m,配偶者
family.uncle_aunt_f,伯母
family.uncle_aunt_m,叔父
menu.appoint.inspection,検査
menu.appoint.preaching,説教
menu.appoint.soldiers_training,戦士の訓練
menu.appoint.training,訓練
appoint.clerk_additional,官庁から
menu.army,軍隊
menu.army.commander,指揮官
menu.army.create_army,作成
menu.army.group.exp_mercenaries,熟練の傭兵
menu.army.group.mercenaries,騎士（{count}人）
menu.army.group.militia,農民あがり ({count})
menu.army.group.slave,自由囚人({count})
menu.army.group.rise,昇進
menu.army.hire,雇用
menu.army.hire_soldier.caption,兵士の雇用
menu.army.lords,指揮官
menu.army.new_army_button,軍隊
menu.army.new_army.caption,新しい軍隊
menu.army.new_army.create,作成
menu.army.new_army.auto,自動
menu.army.new_army.warriors,戦士 ({count})
menu.army.new_army.warehouse,在庫あり
menu.army.new_army.squad_equip,部隊内
menu.army.new_army.weapon,武器
menu.army.new_army.armor,鎧
menu.army.new_army.shield,盾
menu.army.patrol,街の巡回
menu.army.soldiers,戦士
menu.army.without_equip,装備なし
menu.construction.category.army,軍隊
menu.construction.category.housing,住宅
menu.construction.category.production,生産
menu.construction.category.resources,資源
menu.construction.category.service,役務
menu.construction.category.decor,装飾
menu.construction.hint.produce,生産量：
menu.economy,経済
menu.economy.do_up_to,目標値
menu.economy.do_up_to_x,Xまで
menu.economy.in_construction,建設中
menu.economy.make,作る
menu.economy.make_x,Xを作る
menu.economy.order_complete,目標を達成しました
menu.economy.required,必要
menu.economy.resources,資源
menu.economy.sell,量
menu.economy.sold,売上
menu.economy.used,使用済み
menu.economy.workshops,作業場
menu.finance.by_price,単価
menu.finance.caption,財務
menu.finance.daily,日々の支出
menu.finance.daily_jobless,失業者
menu.finance.daily_services,役務
menu.finance.daily_soldiers,戦士
menu.finance.daily_workers,農民
menu.finance.dayly_sales,一日の売上
menu.finance.food,食料
menu.finance.food_for_slaves,囚人
menu.finance.market,現地の市場
menu.finance.money,お金
menu.finance.salary,賃金
menu.finance.sell,量
menu.finance.slaves,囚人
menu.finance.taverns,酒場
menu.finance.total,合計
menu.finance.goods_availability.title,住民の富
menu.finance.goods_availability.population,住民：
menu.finance.goods_availability.slaves,囚人：
menu.finance.goods_availability.peasants,住民
menu.finance.goods_availability.soldiers,戦士
menu.finance.goods_availability.food_for_sale,販売用<hint=hint_food>食料</hint>：
menu.finance.goods_availability.drinks_for_sale,販売用<hint=hint_alcohol>酒類</hint>：
menu.finance.goods_availability.food_for_slaves,配給用<hint=hint_food>食料</hint>：
menu.finance.goods_availability.drinks_for_slaves,配給用<hint=hint_alcohol>酒類</hint>：
menu.finance.goods_availability.savings,平均<hint=hint_wealth>資産：</hint>
menu.finance.goods_availability.sale_yesterday,<b>昨日の合計売上：</b>
menu.appoint.victory_chance,勝率：
menu.production,生産
menu.tools.hint.army,軍隊
menu.tools.hint.clan,王朝
menu.tools.hint.construction,建設
menu.tools.hint.finance,財務
menu.tools.hint.statistics,ステータス
menu.tools.hint.knowledge,知識
menu.tools.hint.production,生産
menu.tools.hint.world,ワールド
menu.trade,貿易
menu.trade.deal,貿易
menu.trade.price_change_reason,{skill_name}スキルの差によって{bonus_penalty_side}
menu.trade.price_change_global_map,グローバルマップ上のイベントにより、一部の商品の価格が上昇しています
menu.trade.price_change_reason.bonus,あなたに有利
menu.trade.price_change_reason.penalty,売り手市場
menu.family.restrictions,制限事項
menu.family.tree,家系図
menu.family.сhronicles,年代記
menu.family.dogmas,教義
menu.battle_squad.is_allow_shoot,射撃の許可
menu.battle_squad.stats.on_legs,徒歩：
menu.battle_squad.stats.moral,ムード：
menu.battle_squad.stats.equipment,装備：
menu.battle_squad.stats.skill,戦闘スキル：
menu.battle_squad.hostage,捕らえた捕虜
menu.battle_squad.surrender,投降
menu.battle_squad.disband,解散
menu.battle_squad.header,戦闘部隊
menu.battle_squad.loot,戦利品
menu.battle_squad.order,命令
menu.battle_squad.is_protect_archers,弓兵を守れ
menu.battle_squad.is_commander_stay_in_back,後方で待機
name.trader,貿易商
notification.miscarriage,{name}は流産してしまいました。
notification.actor_use_medicine,{name}は医療用軟膏を使いました。
notification.character_get_robbed,{name}は強盗に襲われました。
notification_character.immobilized,{name}は動けません。
