Key,Turkish
display_event.not_enough_equipment,Kervandan ekipman satın al veya kendin oluştur.
display_event.not_enough_taverns,Daha fazla Taverna inşa et.
display_event.not_enough_temples,Daha fazla Tapınak inşa et.
display_event.too_much_unemploe,"İşsizliği azaltmak için ortalama ruh hâlini, dolayısıyla göç oranını düşür."
display_event.high_prices,Köylüler Kutsal Kervan'dan ürün satın alır.
display_event.hired_soldiers_arrive,Paralı askerler geldi.
display_event.migrants_arrive,{number} göçmen geldi.
display_event.knowledge_interaction,"{name}, {knowledge} öğreniyor: %{progress}"
display_event.book_writing,"{name}, {knowledge} kitabını yazıyor: %{progress}"
display_event.not_enough_knowledge_paper,Kitap yazmak için yeterince kâğıt yok: {name}
display_event.knowledge_too_hard_again,{name} artık {knowledge} öğrenemiyor.
display_event.not_enough_resources,Yetersiz kaynak.
display_event.building_breakdown,Bina hasarlı.
display_event.farm_depleted,Çiftliğin toprağı kurudu.
display_event.farm_soon_depleted,Çiftliğin toprağı kurumak üzere.
display_event.not_enough_workers,Yetersiz işçi.
display_event.wheat_destroyed,Ekinler kuraklık nedeniyle yok oldu.
display_event.building_needs_direct_contol,Binanın işleyebilmesi için doğrudan yönetilmesi gerekiyor.
display_event.building_without_inspector,Binanın yöneticiye ihtiyacı var.
display_event.order_complete,{value} {resource}: Sipariş tamamlandı!
display_event.building_without_instruction,İşçiler bugün talimat almadı.
display_event.resources_stolen,Kaynaklar çalındı! {value} {resource}
display_event.thugs_appear,Eşkıyalar şehre geldi.
display_event.wolf_attack,Etbörü saldırısı!
display_event.no_meds,Merhem tükendi!
display_event.quest_result,Sonuç: {quest_name}
display_event.battle_result,Savaş Sonuçları
display_event.battle_start,Yeni savaş!
display_event.new_quest,{name}
display_event.new_book,Kitabın yeni bir kopyası üretildi: {knowledge}
display_event.new_knowledge,İrfan öğrenildi: {knowledge}
display_event.slave_escape,Bir mahkûm kaçmaya çalışıyor.
display_event.unhappy_lord,Asilzaden mutsuz.
display_event.actor_dont_work,{name} kendini kötü hissettiği için görevini yerine getirmek istemiyor.
display_event.reg_riot_soon,Fanatikler kan istiyor: {target_name}!
display_event.reg_riot_cancel,Fanatikler {target_name} adlı karakterin idamından memnunlar. İsyan çıkmayacak.
display_event.holy_family_become_enemy,Maderşah'ın gözünden düştün!
display_event.reg_riot_against_king,Fanatikler {target_name} adlı karakterin ölmesi gerektiğini düşünüyor.
display_event.reg_riot_in_hour,Birkaç saat içinde isyan başlayacak!
display_event.low_loyaled,Asilzade vilayetten ayrılıyor.
display_event.bulglary_storage,Avareler Salon ardiyesini soydu.
display_event.hall_robbed,Avareler Salon'a girerek altın çaldı.
display_event.library_robbed,Avareler Kütüphane'ye girerek kitap çaldı.
display_event.lord_kidnapped,Avareler asilzadeni kaçırdı!
display_event.lord_killed,Rüşvet alan eşkıyalar asilzadeni öldürdü!
display_event.army_returned_from_global_map,Bölük geri döndü.
display_event.hirde_bandits_returned_from_global_map,Kiralık eşkıyalar ganimet ile döndü.
display_event.kid_now_can_read,{name} büyüdü ve artık bir genç oldu.
display_event.bishop_arrived,Piskopos yerleşkene geldi.
display_event.bishop_leave_province,Piskopos yerleşkenden ayrılıyor.
display_event.faction_become_enemy,{faction_name} grubu düşmanımız oldu.
display_event.faction_soon_become_enemy,{faction_name} grubu yakında düşmanımız olacak.
display_event.economy_statistics,Ekonomik rapor
display_event.dayly_statistic,Günlük istatistik
display_event.daily_stat_main_pronlems,Sık olumsuz düşünceler
display_event.daily_stat_no_problems,Sorun yok
display_event.world_summary,Dünya Özeti
display_event.world_summary_trade,Ticaret
display_event.world_summary_marriage,Evlilik
display_event.world_summary_other,Diğer
display_event.world_summary_politic,Politika
display_event.religious_rebellion_start,Dinî bir isyan başladı!
display_event.slaves_rebellion,Mahkûmlar isyan çıkardı!
display_event.soldier_rebellion,Savaşçı isyanı başladı!
display_event.loyalist_rage,Rejim Destekçileri kıyım başlattı!
display_event.loyalist_rage_over,Rejim Destekçileri kıyımı bitirdi.
display_event.soldier_rebellion_finished,Savaşçı isyanı sona erdi.
display_event.soldier_rebellion_crushed,Savaşçı isyanı başarıyla bastırıldı!
display_event.religion_rebellion_crushed,Dinî ayaklanma başarıyla bastırıldı!
display_event.religion_rebellion_finished,Dinî ayaklanma sona erdi.
display_event.slaves_rebellion_finished,Mahkûm isyanı sona erdi.
display_event.slaves_rebellion_crushed,Mahkûm isyanı başarıyla bastırıldı!
display_event.culture_rage_today,{name}: Büyük ihtimalle {name_2} karşısında ayaklanma başlatacak.
display_event.culture_rage,{name}: Ayaklanma başlattı.
display_event.culture_rage_over,Ayaklanma sona erdi.
display_event.no_new_events,Olay yok.
display_event.player_became_vassal,{sir_faction} vasalı oldun.
display_event.player_stopped_being_vassal,Artık {ex_sir_faction} vasalı değilsin.
display_event.enemy_go_to_attack_town_soon,Görünüşe göre {faction} kasabana saldırmaya hazırlanıyor.
display_event.enemy_go_to_attack_village,"{faction}, köyünü yağmalamak için ordu gönderdi!"
display_event.enemy_go_to_attack_town,"{faction}, şehrini talan etmek için ordu gönderdi!"
display_event.bandits_go_to_attack_village,Orman haydutları köyüne doğru yürüyor!
display_event.bandits_go_to_attack_town,Orman haydutları kasabana saldırmaya geliyor!
display_event.bandits_looted_village,Orman haydutları köyünü yağmaladı!
display_event.enemy_looted_village,{faction} köyünü yağmaladı!
display_event.heir_rebellion,Vâris isyan başlatıyor!
display_event.new_heir,Tacın yeni vârisi {name} oldu.
display_event.free_lord_was_hired,Özgür asilzade {name} {duration} günlüğüne işe alındı.
display_event.lord_captured,"{faction_name} grubundan {name}, {faction_name_2} tarafından kaçırıldı."
display_event.captive_terror,"{king_name}, {captive_name} ile olan ilişkini öğrendi. Sana olan tavrı kötüleşti."
display_event.looted_books,Çalınan kitaplar:
display_event.character_part_of_nature_add,"{name}, {trait_name} kişilik özelliğini kazandı."
display_event.character_part_of_nature_delete,"{name}, {trait_name} kişilik özelliğini kaybetti."
display_event.character_revail_skill_trait,"{name}, {skill_name} becerisinde mükemmelliğe ulaştı ve {trait_name} becerisini açtı."
display_event.dark_order,Eşkıyaların rüşvet aldı.
display_event.student_as_teacher,"{student}, {skill} becerisinde {teacher} seviyesine ulaştı."
display_event.student_as_teacher_general,"{student}, tüm becerilerde {teacher} seviyesine ulaştı."
display_event.murder_intention_add,{name} cinayet planlıyor.
display_event.bishop_is_king_enemy,"Hükümdar, piskoposun düşmanı oldu."
display_event.kid_need_lesson,{name}: Öğrenmiyor.
display_event.lord_dead_in_travell,{name}: Yolculuk sırasında öldü.
display_event.other_faction_king_dead,{faction} hükümdarı öldü.
display_event.soldier_for_rises,Terfi ettirilecek askerler var.
display_event.persons_forest_bandits,Orman haydutları topraklarında geziyor.
display_event.religious_punishment_soon,Engizisyon birazdan gelecek.
display_event.ceremony_start,Tören başlıyor: {name}
display_event.ceremony_today,{name} töreni bugün yapılacak.
display_event.guest_duel,{name}: {lord} adlı asilzadeyi düelloya davet etti.
display_event.lord_seduced,{name} ayartıldı. Sadakati tehlikede.
display_event.lord_bribed,{name} rüşvet aldı. Sadakati tehlikede.
display_event.adopted_child_lord,{mother} doğumda öldü ve {king} çocuğu evlat edinmeye karar verdi.
display_event.drunk_fight_start,{name}: Sarhoşken kavga başlattı.
display_event.nectar_rage_begin,{name}: Nektar hiddeti içinde!
display_event.new_matriarch,Yeni Maderşah
display_event.synod_relations_begin,Sevecen Aile ilişkilerinin başlangıcı
display_event.discovered_talent,{name}: Eğitim sırasında yeni bir beceri keşfetti!
display_event.inspired_today,{names}: İlham geldi!
display_event.terror_culture,{name} halkı kültürel dehşet içinde.
display_event.culture_migration_increase,{name}: Savaşın Sonuçları
display_event.character_assimilated,{name}: Sarhoş vaziyette kültür değiştirdi.
display_event.death_is_near,{name}: Ölüyor.
display_event.death_is_near_king,{name}: Hükümdar ölüyor.
display_event.death_is_near_king_heirs_power_struggle,{name}: Hükümdar ölüyor. Vârisleri arasında taht savaşları başladı!
family.brother_sister_f,Kız kardeş
family.brother_sister_m,Erkek kardeş
family.child_f,Kız çocuğu
family.child_m,Erkek çocuğu
family.ex_paramour_f,Eski sevgili
family.ex_paramour_m,Eski sevgili
family.ex_spouce_f,Eski eş
family.ex_spouce_m,Eski eş
family.nephew_niece_f,Yeğen
family.nephew_niece_m,Yeğen
family.paramour_f,Sevgili
family.paramour_m,Sevgili
family.parent_f,Anne
family.parent_m,Baba
family.spouce_f,Eş
family.spouce_m,Eş
family.uncle_aunt_f,Teyze
family.uncle_aunt_m,Amca
menu.appoint.inspection,Teftiş
menu.appoint.preaching,Vaaz
menu.appoint.soldiers_training,Savaşçı eğitimi
menu.appoint.training,Eğitim
appoint.clerk_additional,Şansölyelikten
menu.army,Ordu
menu.army.commander,KUMANDAN
menu.army.create_army,Oluştur
menu.army.group.exp_mercenaries,TECRÜBELİ PARALI ASKERLER
menu.army.group.mercenaries,ŞÖVALYELER ({count})
menu.army.group.militia,KÖYLÜLERDEN ({count})
menu.army.group.slave,ÖZGÜR BIRAKILAN MAHKÛMLAR ({count})
menu.army.group.rise,TERFİ ETTİR
menu.army.hire,İşe al
menu.army.hire_soldier.caption,Asker kiralama
menu.army.lords,KUMANDANLAR
menu.army.new_army_button,Ordu
menu.army.new_army.caption,Yeni ordu
menu.army.new_army.create,Oluştur
menu.army.new_army.auto,Otomatik
menu.army.new_army.warriors,SAVAŞÇILAR ({count})
menu.army.new_army.warehouse,MEVCUT
menu.army.new_army.squad_equip,BÖLÜKTE
menu.army.new_army.weapon,Silahlar
menu.army.new_army.armor,Zırh
menu.army.new_army.shield,Kalkan
menu.army.patrol,Kasaba Devriyesi
menu.army.soldiers,SAVAŞÇILAR
menu.army.without_equip,Ekipmansız
menu.construction.category.army,Ordu
menu.construction.category.housing,Konut
menu.construction.category.production,Üretim
menu.construction.category.resources,Kaynaklar
menu.construction.category.service,Hizmet
menu.construction.category.decor,Dekorasyon
menu.construction.hint.produce,Ürün:
menu.economy,Ekonomi
menu.economy.do_up_to,Üretim miktarı
menu.economy.do_up_to_x,Üretim Miktarı: X
menu.economy.in_construction,İnşa ediliyor
menu.economy.make,Yap
menu.economy.make_x,X Adet Üret
menu.economy.order_complete,Hedefe ulaşıldı
menu.economy.required,Gerekli
menu.economy.resources,Kaynaklar
menu.economy.sell,Miktar
menu.economy.sold,Satılan
menu.economy.used,Kullanılan
menu.economy.workshops,Atölyeler
menu.finance.by_price,Birim başı fiyat
menu.finance.caption,Maliye
menu.finance.daily,Günlük Masraflar
menu.finance.daily_jobless,İşsiz
menu.finance.daily_services,Hizmet
menu.finance.daily_soldiers,Savaşçılar
menu.finance.daily_workers,Köylüler
menu.finance.dayly_sales,Günlük satış
menu.finance.food,Gıda
menu.finance.food_for_slaves,Mahkûmlar
menu.finance.market,Yerel pazar
menu.finance.money,Para
menu.finance.salary,Maaş
menu.finance.sell,Miktar
menu.finance.slaves,Mahkûmlar
menu.finance.taverns,Taverna
menu.finance.total,Toplam
menu.finance.goods_availability.title,Sakinlerin zenginliği
menu.finance.goods_availability.population,Sakinler:
menu.finance.goods_availability.slaves,Mahkûmlar:
menu.finance.goods_availability.peasants,Sakinler:
menu.finance.goods_availability.soldiers,Savaşçılar
menu.finance.goods_availability.food_for_sale,Satılık <hint=hint_food>gıda</hint>:
menu.finance.goods_availability.drinks_for_sale,Satılık <hint=hint_alcohol>alkol</hint>:
menu.finance.goods_availability.food_for_slaves,Dağıtılan <hint=hint_food>gıda</hint>:
menu.finance.goods_availability.drinks_for_slaves,Dağıtılan <hint=hint_alcohol>alkol</hint>:
menu.finance.goods_availability.savings,Ortalama <hint=hint_wealth>servet</hint>:
menu.finance.goods_availability.sale_yesterday,<b>Dünün toplam satış miktarı:</b>
menu.appoint.victory_chance,Zafer şansı:
menu.production,Üretim
menu.tools.hint.army,Ordu
menu.tools.hint.clan,Hanedan
menu.tools.hint.construction,İnşaat
menu.tools.hint.finance,Maliye
menu.tools.hint.statistics,İstatistikler
menu.tools.hint.knowledge,İrfan
menu.tools.hint.production,Üretim
menu.tools.hint.world,Dünya
menu.trade,Ticaret
menu.trade.deal,Ticaret
menu.trade.price_change_reason,{skill_name} becerisi farklılığından dolayı {bonus_penalty_side}
menu.trade.price_change_global_map,Dünya haritasında gerçekleşen olaylar nedeniyle bazı ürünlerin fiyatları yükseldi.
menu.trade.price_change_reason.bonus,senin lehine
menu.trade.price_change_reason.penalty,tüccar lehine
menu.family.restrictions,Kısıtlamalar
menu.family.tree,Soy Ağacı
menu.family.сhronicles,Günlük
menu.family.dogmas,Dogmalar
menu.battle_squad.is_allow_shoot,Ateş etmeye izin ver
menu.battle_squad.stats.on_legs,Savaşabilenler:
menu.battle_squad.stats.moral,Ruh hâli:
menu.battle_squad.stats.equipment,Ekipman:
menu.battle_squad.stats.skill,Dövüş Becerisi:
menu.battle_squad.hostage,Esir alma
menu.battle_squad.surrender,Teslim ol
menu.battle_squad.disband,Dağıt
menu.battle_squad.header,SAVAŞ BÖLÜĞÜ
menu.battle_squad.loot,GANİMET
menu.battle_squad.order,EMİR VER
menu.battle_squad.is_protect_archers,Okçuları koru
menu.battle_squad.is_commander_stay_in_back,Arkada kal
name.trader,Tüccar
notification.miscarriage,{name} düşük yaptı.
notification.actor_use_medicine,{name} merhem kullandı.
notification.character_get_robbed,"{name}, hırsızlar tarafından saldırıya uğradı."
notification_character.immobilized,{name} hareket edemiyor.
notification.character_close_dead,"{name_initiator} -> {name_target}: Kaybı için yas tutuyor, teselli edilemiyor."
notification.character_crime,{name} bir suçla itham edildi!
notification.character_date,{name_initiator} ve {name_target} bugün randevuya çıkıyor.
notification.character_dead,{name} vefat etti.
notification.character_disease_hard,{name} çok hasta.
notification.character_gift,{name_initiator} -> {name_target}: Hediye verdi.
notification.character_intrigue_full,{name_initiator} -> {name_target}: {name_third_person} ile ilişkiler entrika sebebiyle kötüleşti.
notification.character_intrigue,{name_target} -> {name_third_person}: Entrikalar sebebiyle ilişkileri kötüleşti.
notification.character_join_to_player,{name} senin asil ailene katıldı.
notification.character_love,{name_initiator} -> {name_target}: Âşık oldu.
notification.character_low_loyalty,{name}: Düşük sadakat
notification.character_praise,"{name_target}, {name_third_person} hakkında övgüler duydu ve onunla olan ilişkisi iyiye gitti."
notification.character_skill_new_level,{name} yeni bir seviyeye ulaştı! {skill}: {level}
notification.character_slander,{name_target} -> {name_third_person}: İftiralar sebebiyle ilişkileri kötüye gitti.
notification.character_unconscious,{name} baygın.
notification.character_under_attack,{name} savaşa girdi!
notification.character_go_insight,{name} aydınlanma yaşadı: {knowledge_name}
notification.characters_start_fight,{name_initiator} ve {name_target} savaşıyor!
notification.characters_start_duel,{name_initiator} ve {name_target} düello yapıyor!
notification.date_denied,"{name_initiator}, {name_target} ile bir randevu talep etti ancak reddedildi."
notification.enemy_commander_dead,Düşman bölüğün kumandanı öldürüldü!
notification.enemy_commander_surrender,Düşman kumandan teslim oldu!
notification.enemy_commander_retreat,Düşman bölüğün kumandanı kaçıyor!
notification.enemy_commander_unconscious,Düşman bölüğün kumandanı bayıldı!
notification.guest_bribe_fail,"{name}: Misafir, hükümdarının hediyesini reddetti."
notification.guest_bribe_success,"{name}: Misafir, hükümdarının hediyesini kabul etti."
notification.guest_attempted_bribe_succes,{name}: {iniciator} tarafından verilen hediyeyi kabul etti. Sadakati azaldı.
notification.character_start_action_task,"{name}, {action_task} görevine başlıyor."
