Key,Russian
display_event.reg_riot_in_hour,Восстание начнется через несколько часов!
display_event.low_loyaled,Лорд покидает провинцию
display_event.bulglary_storage,Бродяги ограбили склад Холла
display_event.hall_robbed,Бродяги проникли в Холл и украли Золото
display_event.library_robbed,Бродяги проникли в Библиотеку и украли Книги
display_event.lord_kidnapped,Бродяги похитили вашего лорда!
display_event.lord_killed,Подкупленные головорезы убили вашего лорда!
display_event.army_returned_from_global_map,Отряд вернулся
display_event.hirde_bandits_returned_from_global_map,Нанятые головорезы вернулись с добычей
display_event.kid_now_can_read,{name} вырос и стал подростком
display_event.bishop_arrived,В ваше поселение прибыл Епископ
display_event.bishop_leave_province,Епископ покидает ваше поселение
display_event.faction_become_enemy,Фракция {faction_name} стала нашим врагом
display_event.faction_soon_become_enemy,Фракция {faction_name} скоро станет нашим врагом
display_event.economy_statistics,Отчет по экономике
display_event.dayly_statistic,Ежедневная статистика
display_event.daily_stat_main_pronlems,Частые негативные мысли
display_event.daily_stat_no_problems,Проблем нет
display_event.world_summary,Сводка по миру
display_event.world_summary_trade,Торговля
display_event.world_summary_marriage,Брак
display_event.world_summary_other,Остальное
display_event.world_summary_politic,Политика
display_event.religious_rebellion_start,Начался религиозный бунт!
display_event.slaves_rebellion,Началось восстание пленников!
display_event.soldier_rebellion,Началось восстание воинов!
display_event.loyalist_rage,Лоялисты начинают резню!
display_event.loyalist_rage_over,Лоялисты закончили резню.
display_event.soldier_rebellion_finished,Восстание воинов завершилось
display_event.soldier_rebellion_crushed,Восстание воинов успешно подавлено!
display_event.religion_rebellion_crushed,Религиозный бунт успешно подавлен!
display_event.religion_rebellion_finished,Религиозный бунт завершился
display_event.slaves_rebellion_finished,Восстание пленников завершилось
display_event.slaves_rebellion_crushed,Восстание пленников успешно подавлено!
display_event.culture_rage_today,{name}: возможно устроят погром против {name_2}
display_event.culture_rage,{name}: Начинают погром
display_event.culture_rage_over,Погром завершился
display_event.no_new_events,Нет событий
display_event.player_became_vassal,Вы стали вассалом фракции {sir_faction}
display_event.player_stopped_being_vassal,Вы перестали быть вассалом фракции {ex_sir_faction}
display_event.enemy_go_to_attack_town_soon,"Кажется, что {faction} скоро отправится атаковать ваш город!"
display_event.enemy_go_to_attack_village,{faction} отправил армию разграбить вашу деревню!
display_event.enemy_go_to_attack_town,{faction} отправил армию для разграбления вашего города!
display_event.bandits_go_to_attack_village,Лесные бандиты вышли в поход на вашу деревню!
display_event.bandits_go_to_attack_town,Лесные бандиты вышли в поход на ваш город!
display_event.bandits_looted_village,Лесные бандиты разграбили вашу деревню!
display_event.enemy_looted_village,{faction} разграбил вашу деревню!
display_event.heir_rebellion,Наследник поднимает восстание!
display_event.new_heir,Новый наследник короны - {name}
display_event.free_lord_was_hired,Свободный лорд {name} был нанят на {duration} дней
display_event.lord_captured,{name} из дома {faction_name} захвачен в плен {faction_name_2}
display_event.captive_terror,{king_name} узнал о вашем обращении с {captive_name}. Его отношение к вам ухудшилось
display_event.looted_books,Сворованные книги:
display_event.character_part_of_nature_add,{name} получил черту личности {trait_name}
display_event.character_part_of_nature_delete,{name} утратил черту личности {trait_name}
display_event.character_revail_skill_trait,{name} достиг совершенства в навыке {skill_name} и раскрыл черту навыка {trait_name}
display_event.dark_order,Ваши головорезы были подкуплены
display_event.student_as_teacher,{student} достиг уровня {teacher} в навыке {skill}
display_event.student_as_teacher_general,{student} достиг уровня {teacher} во всех навыках
display_event.murder_intention_add,{name} Задумал убийство
display_event.bishop_is_king_enemy,Король становится врагом епископа
display_event.kid_need_lesson,{name}: не обучается
display_event.lord_dead_in_travell,{name}: умер в путешествии
display_event.other_faction_king_dead,Правитель {faction} умер
display_event.soldier_for_rises,Есть солдаты для повышения
display_event.persons_forest_bandits,Лесные бандиты в ваших землях
display_event.religious_punishment_soon,Скоро прибудет инквизиция
display_event.ceremony_start,Начинается церемония: {name}
display_event.ceremony_today,Сегодня будет проведена церемония: {name}
