Key,Deutsch
display_event.hired_soldiers_arrive,Die angeheuerten Krieger sind eingetroffen.
display_event.migrants_arrive,{number} Zuwanderer sind eingetroffen.
display_event.knowledge_interaction,{name} studiert {knowledge}: {progress} %
display_event.book_writing,{name} schreibt an einem Buch {knowledge}: {progress} %
display_event.not_enough_knowledge_paper,"Nicht genügend Papier, um ein Buch zu schreiben: {name}"
display_event.knowledge_too_hard_again,{name} kann nicht mehr lernen: {knowledge}
display_event.not_enough_resources,Nicht genug Ressourcen.
display_event.building_breakdown,Das Gebäude ist kaputt.
display_event.farm_depleted,Der Ackerboden ist nicht mehr fruchtbar.
display_event.farm_soon_depleted,Der Ackerboden ist demnächst nicht mehr fruchtbar.
display_event.not_enough_workers,Nicht genügend Arbeiter.
display_event.wheat_destroyed,Die Feldfrüchte sind aufgrund von Dürre zugrunde gegangen.
display_event.building_needs_direct_contol,Das Gebäude muss für den Betrieb direkt gesteuert werden.
display_event.building_without_inspector,Das Gebäude benötigt einen Verwalter.
display_event.order_complete,{value} {resource}: Befehl ausgeführt!
display_event.building_without_instruction,Die Arbeiter haben heute noch keine Anweisungen erhalten.
display_event.resources_stolen,Ressourcen gestohlen! {value} {resource}
display_event.thugs_appear,Handlanger sind in der Stadt eingetroffen.
display_event.wolf_attack,Säbelzahnwölfe greifen an!
display_event.no_meds,Heilsalbe ist fertig!
display_event.quest_result,Ergebnis: {quest_name}
display_event.battle_result,Schlachtergebnis
display_event.battle_start,Neue Schlacht!
display_event.new_quest,{name}
display_event.new_book,Eine neue Kopie eines Buchs wird erstellt: {knowledge}
display_event.new_knowledge,Wissen erlernt: {knowledge}
display_event.slave_escape,Ein Sklave wagt einen Fluchtversuch.
display_event.unhappy_lord,Dein Lord ist unzufrieden.
display_event.actor_dont_work,"{name} weigert sich aufgrund von schlechter Laune, deine Aufgaben auszuführen."
display_event.reg_riot_soon,Fanatiker wollen Blut sehen: {target_name}!
display_event.reg_riot_cancel,Die Fanatiker sind über die Hinrichtung von {target_name} erfreut. Es wird keine Rebellion geben.
display_event.holy_family_become_enemy,Du stehst nicht länger in der Gunst der Matriarchin!
display_event.reg_riot_against_king,"Die Fanatiker sind der Meinung, dass {target_name} sterben muss."
display_event.reg_riot_in_hour,Die Rebellion wird in wenigen Stunden beginnen!
display_event.low_loyaled,Der Lord verlässt die Provinz.
display_event.bulglary_storage,Vagabunden rauben das Lagerhaus der Halle aus.
display_event.hall_robbed,Vagabunden haben sich in die Halle geschlichen und Gold gestohlen.
display_event.library_robbed,Vagabunden haben sich in die Bibliothek geschlichen und Bücher gestohlen.
display_event.lord_kidnapped,Vagabunden haben deinen Lord entführt!
display_event.lord_killed,Bestochene Handlanger haben deinen Lord getötet!
display_event.army_returned_from_global_map,Der Trupp ist zurückgekehrt.
display_event.hirde_bandits_returned_from_global_map,Die angeheuerten Handlanger sind mit der Beute zurückgekehrt.
display_event.kid_now_can_read,{name} ist herangewachsen und hat das Teenageralter erreicht.
display_event.bishop_arrived,Der Bischof ist in deiner Siedlung eingetroffen.
display_event.bishop_leave_province,Der Bischof verlässt deine Siedlung.
display_event.faction_become_enemy,Die Fraktion {faction_name} ist jetzt mit uns verfeindet.
display_event.faction_soon_become_enemy,Die Fraktion {faction_name} wird demnächst mit uns verfeindet sein.
display_event.economy_statistics,Wirtschaftsbericht
display_event.dayly_statistic,Tägliche Statistik
display_event.daily_stat_main_pronlems,Häufige negative Gedanken
display_event.daily_stat_no_problems,Keine Probleme
display_event.world_summary,Welt-Zusammenfassung
display_event.world_summary_trade,Handel
display_event.world_summary_marriage,Ehe
display_event.world_summary_other,Andere
display_event.world_summary_politic,Politik
display_event.religious_rebellion_start,Eine religiöse Revolte hat begonnen!
display_event.slaves_rebellion,Eine Sklavenrebellion hat begonnen!
display_event.soldier_rebellion,Die Kriegerrebellion hat begonnen!
display_event.loyalist_rage,Die Loyalisten beginnen ein Massaker!
display_event.loyalist_rage_over,Die Loyalisten haben das Massaker beendet.
display_event.soldier_rebellion_finished,Die Kriegerrebellion ist vorbei.
display_event.soldier_rebellion_crushed,Die Kriegerrebellion wurde erfolgreich niedergeschlagen!
display_event.religion_rebellion_crushed,Der religiöse Aufstand wurde erfolgreich niedergeschlagen!
display_event.religion_rebellion_finished,Der religiöse Aufstand ist vorbei.
display_event.slaves_rebellion_finished,Die Sklavenrebellion ist vorbei.
display_event.slaves_rebellion_crushed,Die Sklavenrebellion wurde erfolgreich niedergeschlagen!
display_event.culture_rage_today,{name}: startet möglicherweise eine Revolte gegen {name_2}
display_event.culture_rage,{name} beginnen eine Rebellion.
display_event.culture_rage_over,Die Rebellion ist vorüber.
display_event.no_new_events,Keine Ereignisse.
display_event.player_became_vassal,Du bist jetzt ein Vasall von {sir_faction}.
display_event.player_stopped_being_vassal,Du bist nicht länger ein Vasall von {ex_sir_faction}.
display_event.enemy_go_to_attack_town_soon,"Offenbar hat {faction} vor, deine Stadt anzugreifen!"
display_event.enemy_go_to_attack_village,"{faction} hat eine Armee entsandt, um dein Dorf zu plündern!"
display_event.enemy_go_to_attack_town,"{faction} hat eine Armee entsandt, um deine Stadt zu plündern!"
display_event.bandits_go_to_attack_village,Waldbanditen marschierten in Richtung deines Dorfs!
display_event.bandits_go_to_attack_town,"Waldbanditen sind unterwegs in Richtung deiner Stadt, um sie anzugreifen!"
display_event.bandits_looted_village,Waldbanditen haben dein Dorf geplündert!
display_event.enemy_looted_village,{faction} hat dein Dorf geplündert!
display_event.heir_rebellion,Der Erbe erhebt sich in einer Rebellion!
display_event.new_heir,{name} ist der neue Thronerbe
display_event.free_lord_was_hired,Der Freie Lord {name} wurde für {duration} angeheuert
display_event.lord_captured,{name} von {faction_name} wurde von {faction_name_2} entführt
display_event.captive_terror,{king_name} hat von deinem Austausch mit {captive_name} erfahren. Seine Einstellung über dich hat sich verschlechtert.
display_event.looted_books,Gestohlene Bücher:
display_event.character_part_of_nature_add,{name} hat die Persönlichkeitseigenschaft {trait_name} erlangt
display_event.character_part_of_nature_delete,{name} hat die Persönlichkeitseigenschaft {trait_name} verloren
display_event.character_revail_skill_trait,{name} hat Perfektion in der Fähigkeit {skill_name} erlangt und die Fähigkeitseigenschaft {trait_name} freigeschaltet
display_event.dark_order,Deine Handlanger wurden bestochen
display_event.student_as_teacher,{student} hat in der Fähigkeit {skill} die Stufe {teacher} erreicht
display_event.student_as_teacher_general,{student} hat die Stufe {teacher} in allen Fähigkeiten erreicht
display_event.murder_intention_add,{name} plant eine Mordverschwörung
display_event.bishop_is_king_enemy,Der König ist nun mit dem Bischof verfeindet
display_event.kid_need_lesson,{name}: lernt nicht
display_event.lord_dead_in_travell,{name}: ist auf der Reise verstorben
display_event.other_faction_king_dead,Der Machthaber von {faction} ist verstorben
display_event.soldier_for_rises,Soldaten können befördert werden
display_event.persons_forest_bandits,Waldbanditen durchstreifen deine Lande
display_event.religious_punishment_soon,Die Inquisition wird demnächst eintreffen
display_event.ceremony_start,Zeremonie beginnt: {name}
display_event.ceremony_today,Die Zeremonie „{name}“ wird heute stattfinden.
display_event.guest_duel,{name}: Hat {lord} zu einem Duell herausgefordert
display_event.lord_seduced,{name} wurde verführt. Seine Loyalität ist in Gefahr.
display_event.lord_bribed,{name} wurde bestochen. Die Loyalität der Person ist in Gefahr.
display_event.adopted_child_lord,"{mother} ist bei der Geburt verstorben und {king} hat beschlossen, das Kind zu adoptieren"
display_event.drunk_fight_start,{name}: hat betrunken eine Prügelei begonnen
display_event.nectar_rage_begin,{name}: im Nektarwahn!
display_event.new_matriarch,Neue Matriarchin
display_event.synod_relations_begin,Beginn von Beziehungen zur Liebenden Familie.
display_event.discovered_talent,{name}: hat während der Ausbildung ein neues Talent entdeckt!
display_event.inspired_today,{names}: Inspiration!
display_event.terror_culture,Das Volk von {name} leidet unter kulturellem Terror.
display_event.culture_migration_increase,{name}: Kriegsfolgen
display_event.character_assimilated,{name}: hat die Kultur aufgrund des Einflusses geändert.
display_event.death_is_near,{name}: im Sterben
display_event.death_is_near_king,{name}: Machthaber liegt im Sterben.
display_event.death_is_near_king_heirs_power_struggle,{name}: Der Machthaber liegt im Sterben. Das Ringen um den Thron unter den Erben hat begonnen!
family.brother_sister_f,Schwester
family.brother_sister_m,Bruder
family.child_f,Tochter
family.child_m,Sohn
family.ex_paramour_f,Ex-Liebhaberin
family.ex_paramour_m,Ex-Liebhaberin
family.ex_spouce_f,Ex-Gemahlin
family.ex_spouce_m,Ex-Gemahlin
family.nephew_niece_f,Nichte
family.nephew_niece_m,Neffe
family.paramour_f,Liebhaberin
family.paramour_m,Liebhaberin
family.parent_f,Mutter
family.parent_m,Vater
family.spouce_f,Partner
family.spouce_m,Partner
family.uncle_aunt_f,Tante
family.uncle_aunt_m,Onkel
menu.appoint.inspection,Inspektion
menu.appoint.preaching,Predigt
menu.appoint.soldiers_training,Kriegerausbildung
menu.appoint.training,Ausbildung
appoint.clerk_additional,Aus der Kanzlei
menu.army,Armee
menu.army.commander,KOMMANDANT
menu.army.create_army,Erstellen
menu.army.group.exp_mercenaries,ERFAHRENE SÖLDNER
menu.army.group.mercenaries,RITTER ({count})
menu.army.group.militia,VON BAUERN ({count})
menu.army.group.slave,SKLAVEN BEFREIEN ({count})
menu.army.group.rise,BEFÖRDERN
menu.army.hire,Anheuern
menu.army.hire_soldier.caption,Truppen anheuern
menu.army.lords,KOMMANDANTEN
menu.army.new_army_button,Armee
menu.army.new_army.caption,Neue Armee
menu.army.new_army.create,Erstellen
menu.army.new_army.auto,Autom.
menu.army.new_army.warriors,KRIEGER ({count})
menu.army.new_army.warehouse,VERFÜGBAR
menu.army.new_army.squad_equip,BEI DER TRUPPE
menu.army.new_army.weapon,Waffen
menu.army.new_army.armor,Rüstung
menu.army.new_army.shield,Schilde
menu.army.patrol,Stadtpatrouille
menu.army.soldiers,KRIEGER
menu.army.without_equip,Ohne Ausrüstung
menu.construction.category.army,Armee
menu.construction.category.housing,Wohnraum
menu.construction.category.production,Produktion
menu.construction.category.resources,Ressourcen
menu.construction.category.service,Dienstleistungen
menu.construction.category.decor,Dekoration
menu.construction.hint.produce,Produziert:
menu.economy,Wirtschaft
menu.economy.do_up_to,Produktion bis
menu.economy.do_up_to_x,Produktion bis X
menu.economy.in_construction,Im Bau
menu.economy.make,Herstellen:
menu.economy.make_x,Herstellen: X
menu.economy.order_complete,Das Ziel wurde erreicht
menu.economy.required,Erforderlich
menu.economy.resources,Ressourcen
menu.economy.sell,Menge
menu.economy.sold,Verkauft
menu.economy.used,Benutzt
menu.economy.workshops,Werkstätten
menu.finance.by_price,Preis pro Einheit
menu.finance.caption,Finanzen
menu.finance.daily,Tägliche Ausgaben
menu.finance.daily_jobless,Arbeitslos
menu.finance.daily_services,Dienstleistungen
menu.finance.daily_soldiers,Krieger
menu.finance.daily_workers,Bauern
menu.finance.dayly_sales,Verkäufe pro Tag
menu.finance.food,Nahrung
menu.finance.food_for_slaves,Sklaven
menu.finance.market,Örtlicher Markt
menu.finance.money,Geld
menu.finance.salary,Löhne
menu.finance.sell,Menge
menu.finance.slaves,Sklaven
menu.finance.taverns,Tavernen
menu.finance.total,Gesamt
menu.finance.goods_availability.title,Vermögen der Einwohner
menu.finance.goods_availability.population,Bewohner:
menu.finance.goods_availability.slaves,Sklaven:
menu.finance.goods_availability.peasants,Einwohner
menu.finance.goods_availability.soldiers,Krieger
menu.finance.goods_availability.food_for_sale,<hint=hint_food>Nahrung</hint> zum Verkauf:
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>Alkohol</hint> zum Verkauf:
menu.finance.goods_availability.food_for_slaves,Verteilte <hint=hint_food>Nahrung</hint>:
menu.finance.goods_availability.drinks_for_slaves,Verteilter <hint=hint_alcohol>Alkohol</hint>:
menu.finance.goods_availability.savings,Durchschnittliches <hint=hint_wealth>Vermögen</hint>:
menu.finance.goods_availability.sale_yesterday,<b>Gesamtverkauf gestern:</b>
menu.appoint.victory_chance,Siegwahrscheinlichkeit:
menu.production,Produktion
menu.tools.hint.army,Armee
menu.tools.hint.clan,Dynastie
menu.tools.hint.construction,Bauen
menu.tools.hint.finance,Finanzen
menu.tools.hint.statistics,Statistik
menu.tools.hint.knowledge,Wissen
menu.tools.hint.production,Produktion
menu.tools.hint.world,Welt
menu.trade,Handel
menu.trade.deal,Handel
menu.trade.price_change_reason,{bonus_penalty_side} aufgrund des {skill_name}-Fähigkeitenunterschieds
menu.trade.price_change_global_map,Der Preis einiger Waren ist aufgrund von Ereignissen auf der Weltkarte gestiegen.
menu.trade.price_change_reason.bonus,zu deinen Gunsten
menu.trade.price_change_reason.penalty,zugunsten des Händlers
menu.family.restrictions,Einschränkungen
menu.family.tree,Stammbaum
menu.family.сhronicles,Chroniken
menu.family.dogmas,Dogmen
menu.battle_squad.is_allow_shoot,Feuern autorisieren
menu.battle_squad.stats.on_legs,Standhaft:
menu.battle_squad.stats.moral,Laune:
menu.battle_squad.stats.equipment,Ausrüstung:
menu.battle_squad.stats.skill,Kampffähigkeit:
menu.battle_squad.hostage,Geisel nehmen
menu.battle_squad.surrender,Ergeben
menu.battle_squad.disband,Auflösen
menu.battle_squad.header,KAMPFTRUPP
menu.battle_squad.loot,PLÜNDERN
menu.battle_squad.order,BEFEHL
menu.battle_squad.is_protect_archers,Bogensch. schützen
menu.battle_squad.is_commander_stay_in_back,Zurückbleiben
name.trader,Händler
notification.miscarriage,{name} hatte eine Fehlgeburt.
notification.actor_use_medicine,{name} hat eine Heilsalbe benutzt.
notification.character_get_robbed,{name} wurde von Räubern attackiert.
notification_character.immobilized,{name} ist bewegungsunfähig.
notification.character_close_dead,{name_initiator} -> {name_target}: ist untröstlich wegen des Verlusts
notification.character_crime,{name} wird eines Verbrechens beschuldigt!
notification.character_date,{name_initiator} und {name_target} haben heute ein Rendezvous
notification.character_dead,{name} ist verstorben
notification.character_disease_hard,{name} ist schwerkrank
notification.character_gift,{name_initiator} -> {name_target}: Geschenk übergeben
notification.character_intrigue_full,{name_initiator} -> {name_target}: Die Beziehungen zu {name_third_person} haben sich infolge der Intrige verschlechtert.
notification.character_intrigue,{name_target} -> {name_third_person}: Beziehungen haben sich aufgrund von Intrigen verschlechtert
notification.character_join_to_player,{name} schließt sich deiner Adelsfamilie an
notification.character_love,{name_initiator} -> {name_target}: hat sich verliebt
notification.character_low_loyalty,{name}: Geringe Loyalität
notification.character_praise,{name_target} -> {name_third_person}: Beziehungen haben sich aufgrund von Lob verbessert.
notification.character_skill_new_level,{name} hat eine neue Stufe erreicht! {skill}: {level}
notification.character_slander,{name_target} -> {name_third_person}: Beziehungen haben sich aufgrund von Verleumdungen verschlechtert
notification.character_unconscious,{name} ist bewusstlos
