Key,TraditionalChinese
display_event.new_heir,{name}成為了新的王儲
display_event.free_lord_was_hired,流浪貴族{name}已獲聘，為期 {duration} 天
display_event.lord_captured,來自{faction_name}的{name}遭{faction_name_2}俘虜了。
display_event.captive_terror,在得知你對{captive_name}的作為後，{king_name}與你的關係惡化了。
display_event.looted_books,失竊書籍：
display_event.character_part_of_nature_add,{name}獲得了人格特質：{trait_name}
display_event.character_part_of_nature_delete,{name}失去了人格特質：{trait_name}
display_event.character_revail_skill_trait,{name}在{skill_name}方面登峰造極，解鎖了能力特質：{trait_name}
display_event.dark_order,有人收買了本地的刺客
display_event.student_as_teacher,{student}的{skill}能力達到等級 {teacher} 了
display_event.student_as_teacher_general,{student}的所有能力都達到等級 {teacher} 了
display_event.murder_intention_add,{name} 正在密謀殺人
display_event.bishop_is_king_enemy,君王與主教彼此交惡了。
display_event.kid_need_lesson,{name}：未受教育
display_event.lord_dead_in_travell,{name}：在路途中身亡
display_event.other_faction_king_dead,{faction}的統治者駕崩了
display_event.soldier_for_rises,有待晉升的戰士
display_event.persons_forest_bandits,領地裡有林中劫匪出沒
display_event.religious_punishment_soon,審判庭即將到來
display_event.ceremony_start,典禮開始：{name}
display_event.ceremony_today,{name}典禮將於今日舉行。
display_event.guest_duel,{name}邀約{lord}與其決鬥
display_event.lord_seduced,{name}受到了勾引，其忠誠度岌岌可危。
display_event.lord_bribed,{name}收受了賄賂，其忠誠度岌岌可危。
display_event.adopted_child_lord,{mother}分娩時不幸身亡，{king}決定收養遺孤成為王室的一份子。
display_event.drunk_fight_start,{name}與人酒後鬥毆！
display_event.nectar_rage_begin,{name}進入蜜露癲狂了！
display_event.new_matriarch,新國母上任
display_event.synod_relations_begin,與神愛之家的關係開端
display_event.discovered_talent,{name}在受訓時發現了新的天賦！
display_event.inspired_today,{names}大受鼓舞！
display_event.terror_culture,{name}的文化正受到恐怖打壓。
display_event.culture_migration_increase,{name}：戰爭的後果
display_event.character_assimilated,{name}在耳濡目染下改變了文化。
display_event.death_is_near,{name}：瀕死
display_event.death_is_near_king,{name}：君王將逝
display_event.death_is_near_king_heirs_power_struggle,{name}：君王將逝，王儲將為爭奪王位彼此反目！
family.brother_sister_f,姊妹
family.brother_sister_m,兄弟
family.child_f,女兒
family.child_m,兒子
family.ex_paramour_f,前女友
family.ex_paramour_m,前女友
family.ex_spouce_f,前妻
family.ex_spouce_m,前妻
family.nephew_niece_f,姪女
family.nephew_niece_m,姪子
family.paramour_f,女友
family.paramour_m,女友
family.parent_f,母親
family.parent_m,父親
family.spouce_f,配偶
family.spouce_m,配偶
family.uncle_aunt_f,阿姨
family.uncle_aunt_m,叔叔
menu.appoint.inspection,視察
menu.appoint.preaching,佈道
menu.appoint.soldiers_training,戰士訓練
menu.appoint.training,訓練
appoint.clerk_additional,從官邸
menu.army,軍事
menu.army.commander,指揮官
menu.army.create_army,建立
menu.army.group.exp_mercenaries,資深傭兵
menu.army.group.mercenaries,騎士（{count}）
menu.army.group.militia,徵召庶民 ({count})
menu.army.group.slave,釋放囚犯 ({count})
menu.army.group.rise,晉升
menu.army.hire,僱用
menu.army.hire_soldier.caption,僱用部隊
menu.army.lords,指揮官
menu.army.new_army_button,軍隊
menu.army.new_army.caption,新建軍隊
menu.army.new_army.create,建立
menu.army.new_army.auto,自動
menu.army.new_army.warriors,戰士 ({count})
menu.army.new_army.warehouse,庫存中
menu.army.new_army.squad_equip,部隊中
menu.army.new_army.weapon,武器
menu.army.new_army.armor,盔甲
menu.army.new_army.shield,盾
menu.army.patrol,城鎮巡邏
menu.army.soldiers,戰士
menu.army.without_equip,無裝備
menu.construction.category.army,軍事
menu.construction.category.housing,住所
menu.construction.category.production,生產
menu.construction.category.resources,資源
menu.construction.category.service,服務
menu.construction.category.decor,裝飾
menu.construction.hint.produce,可生產：
menu.economy,經濟
menu.economy.do_up_to,生產門檻
menu.economy.do_up_to_x,達 X 份後暫停
menu.economy.in_construction,營建中
menu.economy.make,製作
menu.economy.make_x,製作 X 份
menu.economy.order_complete,庫存已達門檻
menu.economy.required,需要
menu.economy.resources,資源
menu.economy.sell,數量
menu.economy.sold,售出
menu.economy.used,耗用量
menu.economy.workshops,工作坊
menu.finance.by_price,單價
menu.finance.caption,財務
menu.finance.daily,每日開支
menu.finance.daily_jobless,無業
menu.finance.daily_services,服務業
menu.finance.daily_soldiers,戰士
menu.finance.daily_workers,庶民
menu.finance.dayly_sales,單日銷售
menu.finance.food,食物
menu.finance.food_for_slaves,囚犯
menu.finance.market,地方市集
menu.finance.money,金錢
menu.finance.salary,薪資
menu.finance.sell,數量
menu.finance.slaves,囚犯
menu.finance.taverns,酒館
menu.finance.total,總計
menu.finance.goods_availability.title,居民的財富
menu.finance.goods_availability.population,居民：
menu.finance.goods_availability.slaves,囚犯：
menu.finance.goods_availability.peasants,庶民：
menu.finance.goods_availability.soldiers,戰士
menu.finance.goods_availability.food_for_sale,<hint=hint_food>食物</hint>銷售：
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>酒類</hint>銷售：
menu.finance.goods_availability.food_for_slaves,<hint=hint_food>食物</hint>配給：
menu.finance.goods_availability.drinks_for_slaves,<hint=hint_alcohol>酒類</hint>配給：
menu.finance.goods_availability.savings,平均<hint=hint_wealth>財富</hint>：
menu.finance.goods_availability.sale_yesterday,<b>昨日共計售出：</b>
menu.appoint.victory_chance,勝算：
menu.production,生產
menu.tools.hint.army,軍事
menu.tools.hint.clan,王朝
menu.tools.hint.construction,營建
menu.tools.hint.finance,財務
menu.tools.hint.statistics,統計
menu.tools.hint.knowledge,知識
menu.tools.hint.production,生產
menu.tools.hint.world,世界
menu.trade,貿易
menu.trade.deal,貿易
menu.trade.price_change_reason,{bonus_penalty_side}：來自{skill_name}程度落差
menu.trade.price_change_global_map,受國際事件影響，部分商品已漲價
menu.trade.price_change_reason.bonus,對你有利
menu.trade.price_change_reason.penalty,對商人有利
menu.family.restrictions,限制
menu.family.tree,族譜
menu.family.сhronicles,編年史
menu.family.dogmas,教義
menu.battle_squad.is_allow_shoot,有權射箭
menu.battle_squad.stats.on_legs,步行：
menu.battle_squad.stats.moral,心情：
menu.battle_squad.stats.equipment,裝備：
menu.battle_squad.stats.skill,戰鬥能力：
menu.battle_squad.hostage,俘虜人質
menu.battle_squad.surrender,投降
menu.battle_squad.disband,解散
menu.battle_squad.header,戰鬥部隊
menu.battle_squad.loot,戰利品
menu.battle_squad.order,命令
menu.battle_squad.is_protect_archers,保護弓兵
menu.battle_squad.is_commander_stay_in_back,鎮守後方
name.trader,商人
notification.miscarriage,{name}流產了
notification.actor_use_medicine,{name}使用了治療藥膏。
notification.character_get_robbed,{name}遭到搶匪攻擊。
notification_character.immobilized,{name}動彈不得。
notification.character_close_dead,{name_initiator}因失去{name_target}而悲痛萬分
notification.character_crime,有人指控{name}犯案！
notification.character_date,{name_initiator}和{name_target}今天去約會
notification.character_dead,{name}去世了
notification.character_disease_hard,{name}病入膏肓了
notification.character_gift,{name_initiator}送了禮物給{name_target}
notification.character_intrigue_full,{name_initiator} -> {name_target}：與{name_third_person}的關係由於密謀惡化了。
notification.character_intrigue,{name_target}和{name_third_person}的關係被挑撥離間了
notification.character_join_to_player,{name}加入了王室
notification.character_love,{name_initiator}和{name_target}墜入愛河了
notification.character_low_loyalty,{name}的忠誠度低落
notification.character_praise,由於耳聞讚譽，{name_target}和{name_third_person}的關係成長了
notification.character_skill_new_level,{name}能力程度提升了！{skill}：{level}
notification.character_slander,由於受到誹謗，{name_target}和{name_third_person}的關係惡化了
notification.character_unconscious,{name}失去意識了
notification.character_under_attack,{name}參戰了！
notification.character_go_insight,{name}獲得了啟蒙：{knowledge_name}
notification.characters_start_fight,{name_initiator}和{name_target}打起架來了！
notification.characters_start_duel,{name_initiator}和{name_target}開始決鬥了！
notification.date_denied,{name_initiator}邀請{name_target}約會遭拒
notification.enemy_commander_dead,敵隊指揮官身亡了！
notification.enemy_commander_surrender,敵隊指揮官投降了！
notification.enemy_commander_retreat,敵隊指揮官落荒而逃了！
notification.enemy_commander_unconscious,敵隊指揮官失去意識了！
notification.guest_bribe_fail,{name}：賓客拒收我國君王的贈禮
notification.guest_bribe_success,{name}：賓客接受了我國君王的贈禮
notification.guest_attempted_bribe_succes,{name}：賓客接受了{iniciator}的贈禮，忠誠度下降了
notification.character_start_action_task,{name}開始進行事項：{action_task}
notification.guest_leaving,{name}：賓客即將離開領地
notification.guest_leaving_danger_wound,{name}：賓客因身負重傷而離開領地了
notification.guest_leaving_bad_mood,{name}：賓客因深陷憂鬱而離開領地了
notification.guest_arrive,{name}：賓客來到領地了
notification.murder_fighting,{name_initiator}正在瘋狂捨命搏鬥！
notification.murder_night_murder,{name_initiator}正在密謀暗殺
notification.murder_poison_success,{name_target}中毒了
notification.character_game_of_dice_win,{name_winner} -> {name_looser}：賭骰子贏得金幣
notification.character_game_of_dice_loose,{name_looser} -> {name_winner}：賭骰子輸掉金幣
notification.murder_poison_unsuccess,{name_initiator}企圖毒害{name_target}時被發現了
notification.reward,{name_initiator}賞賜了{name_target}
notification.rumors,{name_initiator}對{name_target}散播了{name_third_person}的謠言
notification.rumors,{name_initiator}對{name_target}散播了{name_third_person}的謠言
notification.sex,{name_initiator}和{name_target}上床共度春宵
notification.sex_treason,{name_initiator}與{name_target}發生了婚外情
notification.tantrum_begin,{name}精神崩潰了！
notification.determination_begin,{name}決定滿足此慾望！
notification.madness_begin,{name}陷入瘋狂了！
notification.tantrum_high_probability,{name}很有可能精神崩潰！
notification.tantrum_probability,{name}有可能精神崩潰！
notification.threat,{name_initiator}威脅了{name_target}
notification.thugs_burglary,{name}的住宅遭刺客入侵！
notification.character_is_pregnant,{name}懷了{father_name}的孩子
notification.character_was_born,新生命誕生：{name}
notification.kid_grow,{name}長大成人了，並且成為了一位小貴族
notification.new_desire,{name}發現了內心的強烈慾望
notification.desire_strong,{name}的慾望日益加劇了
notification.desire_complete,{name}的慾望獲得滿足了！
notification.king_greetings,{name}向君王致意
notification.lord_return,{name}回到領地了
notification.start_hate,{name_initiator}對{name_target}心生厭惡了
notification.captive_escape,{name}企圖越獄脫逃！
notification.captive_welcome,{name}已宣誓效忠{fraction_name}王室
notification.game_save,遊戲已存檔
notification.got_knowledge_from_talk,{name}在與{name_2}的對談中學到了知識：{knowledge}
punishment.blindness,盲刑
punishment.execution,處決
punishment.exile,流放
punishment.mask_of_shame,羞恥面具
punishment.enslavement,監禁
resource.battle_axe,斧
resource.ale,香醇麥酒
resource.moonshine,劣酒
resource.beer,啤酒
resource.bow,弓
resource.coal,煤炭
resource.crossbow,弩
resource.food,麵粉
resource.heavy_armor,重盔甲
resource.instruments,工具
resource.iron,鐵
resource.knife,匕首
resource.light_armor,輕盔甲
resource.medicine,治療藥膏
resource.nectar,蜜露
resource.paper,紙
resource.rune,聖戒
resource.shield,盾
resource.sword,劍
resource.wood,木材
resource.wooden_hammer,鎚
resource.wooden_spear,矛
resource.hop,啤酒花
resource.rye,麥子
resource.steel,鋼
resource.meat,肉
resource.sweden,洋蕪菁
resource.herb,藥草
resource.producted_store,生產<hint=hint_building_stores>倉庫</hint>中目前有：{count}（灰色數字在圖示旁）
resource.on_fields_now,在農田中生長成熟：{count}（灰色數字在圖示旁）
