Key,Polska
display_event.knowledge_too_hard_again,{name} nie może już posiąść wiedzy: {knowledge}.
display_event.not_enough_resources,Niewystarczająca ilość surowców.
display_event.building_breakdown,Budynek jest uszkodzony.
display_event.farm_depleted,Gleba w gospodarstwie się wyjałowiła.
display_event.farm_soon_depleted,Gleba w gospodarstwie wkrótce się wyjałowi.
display_event.not_enough_workers,Niewystarczająca liczba pracowników.
display_event.wheat_destroyed,Plony zmarniały z powodu suszy.
display_event.building_needs_direct_contol,Ten budynek do funkcjonowania wymaga zarządzania bezpośredniego.
display_event.building_without_inspector,Ten budynek wymaga zarządcy.
display_event.order_complete,{value} {resource}: Polecenie wypełnione!
display_event.building_without_instruction,Pracownicy nie otrzymali dzisiaj poleceń.
display_event.resources_stolen,Skradziono surowce! {value} {resource}
display_event.thugs_appear,W mieście pojawili się zbóje.
display_event.wolf_attack,Atak żerwilka!
display_event.no_meds,Wyczerpał się zapas maści leczniczej!
display_event.quest_result,Wynik: {quest_name}
display_event.battle_result,Rezultat bitwy
display_event.battle_start,Nowa bitwa!
display_event.new_quest,{name}
display_event.new_book,Sporządzono nową kopię księgi: {knowledge}.
display_event.new_knowledge,Zdobyta wiedza: {knowledge}
display_event.slave_escape,Jeniec próbuje uciec.
display_event.unhappy_lord,Twój lord jest nieszczęśliwy.
display_event.actor_dont_work,Z powodu kiepskiego nastroju {name} odmawia wykonania poleceń.
display_event.reg_riot_soon,Fanatycy żądają krwi: {target_name}!
display_event.reg_riot_cancel,Stracenie {target_name} zadowoliło fanatyków. Bunt został zażegnany.
display_event.holy_family_become_enemy,Tracisz względy Matrony!
display_event.reg_riot_against_king,"Fanatycy uważają, że {target_name} musi umrzeć."
display_event.reg_riot_in_hour,Bunt wybuchnie za parę godzin!
display_event.low_loyaled,Lord opuszcza prowincję.
display_event.bulglary_storage,Włóczędzy okradli skład siedziby.
display_event.hall_robbed,Włóczędzy zakradli się do siedziby i ukradli złoto.
display_event.library_robbed,Włóczędzy zakradli się do biblioteki i ukradli księgi.
display_event.lord_kidnapped,Włóczędzy porwali twojego lorda!
display_event.lord_killed,Najęci zbóje zabili twojego lorda!
display_event.army_returned_from_global_map,Oddział powrócił.
display_event.hirde_bandits_returned_from_global_map,Najęci zbóje wrócili z łupem.
display_event.kid_now_can_read,{name} dorasta do wieku nastoletniego.
display_event.bishop_arrived,Do twojej osady przybył biskup.
display_event.bishop_leave_province,Biskup opuszcza twoją osadę.
display_event.faction_become_enemy,Frakcja {faction_name} stała się wobec nas wroga.
display_event.faction_soon_become_enemy,Frakcja {faction_name} wkrótce stanie się wobec nas wroga.
display_event.economy_statistics,Raport gospodarczy
display_event.dayly_statistic,Statystyki dnia
display_event.daily_stat_main_pronlems,Częste negatywne myśli
display_event.daily_stat_no_problems,Brak problemów
display_event.world_summary,Podsumowanie ze świata
display_event.world_summary_trade,Handel
display_event.world_summary_marriage,Małżeństwo
display_event.world_summary_other,Inne
display_event.world_summary_politic,Polityka
display_event.religious_rebellion_start,Wybuchł bunt religijny!
display_event.slaves_rebellion,Wybuchł bunt jeńców!
display_event.soldier_rebellion,Wybuchł bunt wojowników!
display_event.loyalist_rage,Lojaliści zaczęli pogrom!
display_event.loyalist_rage_over,Lojaliści zakończyli pogrom.
display_event.soldier_rebellion_finished,Zakończył się bunt wojowników.
display_event.soldier_rebellion_crushed,Skutecznie stłumiono bunt wojowników!
display_event.religion_rebellion_crushed,Skutecznie stłumiono bunt religijny!
display_event.religion_rebellion_finished,Zakończył się bunt religijny.
display_event.slaves_rebellion_finished,Zakończył się bunt jeńców.
display_event.slaves_rebellion_crushed,Skutecznie stłumiono bunt jeńców!
display_event.culture_rage_today,{name}: najprawdopodobniej rozpocznie zamieszki przeciwko {name_2}.
display_event.culture_rage,{name}: rozpoczyna zamieszki.
display_event.culture_rage_over,Zamieszki dobiegły końca.
display_event.no_new_events,Brak wydarzeń.
display_event.player_became_vassal,Zostajesz wasalem władcy {sir_faction}.
display_event.player_stopped_being_vassal,Nie jesteś już wasalem władcy {ex_sir_faction}.
display_event.enemy_go_to_attack_town_soon,"Wygląda na to, że {faction} zamierza zaatakować twoje miasto!"
display_event.enemy_go_to_attack_village,"{faction} wysyła armię, żeby złupić twoją wioskę!"
display_event.enemy_go_to_attack_town,"{faction} wysyła armię, żeby splądrować twoje miasto!"
display_event.bandits_go_to_attack_village,Leśni bandyci maszerują na twoją wioskę!
display_event.bandits_go_to_attack_town,Leśni bandyci wyruszyli do ataku na twoje miasto!
display_event.bandits_looted_village,Leśni bandyci złupili twoją wioskę!
display_event.enemy_looted_village,{faction} łupi twoją wioskę!
display_event.heir_rebellion,Spadkobierca wznieca bunt!
display_event.new_heir,Nowym spadkobiercą tronu jest {name}.
display_event.free_lord_was_hired,Wolny lord {name} został wynajęty na {duration} dni.
display_event.lord_captured,{name} z frakcji {faction_name} trafia do niewoli frakcji {faction_name_2}.
display_event.captive_terror,{king_name} dowiaduje się o twojej interakcji z {captive_name}. Jego opinia o tobie się pogorszyła.
display_event.looted_books,Skradzione księgi:
display_event.character_part_of_nature_add,{name} zyskuje cechę {trait_name}.
display_event.character_part_of_nature_delete,{name} traci cechę {trait_name}.
display_event.character_revail_skill_trait,{name} osiąga mistrzostwo w umiejętności {skill_name} i odblokowuje cechę {trait_name}.
display_event.dark_order,Twoi zbóje zostali przekupieni.
display_event.student_as_teacher,{student} dorównuje poziomem swojemu nauczycielowi ({teacher}) w umiejętności {skill}.
display_event.student_as_teacher_general,{student} dorównuje poziomem swojemu nauczycielowi ({teacher}) we wszystkich umiejętnościach.
display_event.murder_intention_add,{name} planuje morderstwo.
display_event.bishop_is_king_enemy,Król został wrogiem biskupa.
display_event.kid_need_lesson,{name} nie uczy się.
display_event.lord_dead_in_travell,{name} umiera w podróży.
display_event.other_faction_king_dead,Władca frakcji {faction} umarł.
display_event.soldier_for_rises,Żołnierze czekają na awans.
display_event.persons_forest_bandits,Na twoich ziemiach grasują leśni bandyci.
display_event.religious_punishment_soon,Wkrótce przybędzie Inkwizycja.
display_event.ceremony_start,Początek ceremonii: {name}.
display_event.ceremony_today,Dzisiaj odbędzie się ceremonia: {name}.
display_event.guest_duel,{name} wyzywa lorda {lord} na pojedynek.
display_event.lord_seduced,"{name} daje się uwieść, co obniżyło lojalność."
display_event.lord_bribed,"{name} daje się przekupić, co obniżyło lojalność."
display_event.adopted_child_lord,{mother} umiera w połogu i {king} postanawia przyjąć dziecko do rodziny.
display_event.drunk_fight_start,{name} rozpoczyna pijacką bójkę.
display_event.nectar_rage_begin,{name} wpada w nektarowy szał!
display_event.new_matriarch,Nowa Matrona
display_event.synod_relations_begin,Początek stosunków z Kochającym Rodem.
display_event.discovered_talent,{name} odkrywa nowy talent podczas szkolenia!
display_event.inspired_today,{names} doznaje inspiracji!
display_event.terror_culture,Mieszkańcy {name} są poddawani terrorowi kulturowemu.
display_event.culture_migration_increase,{name}: konsekwencje wojny.
display_event.character_assimilated,{name} zmienia kulturę pod wpływem asymilacji.
display_event.death_is_near,{name}: bliska śmierć.
display_event.death_is_near_king,Władca {name} umiera.
display_event.death_is_near_king_heirs_power_struggle,{name}: Władca umiera. Spadkobiercy zaczynają walkę o tron!
family.brother_sister_f,Siostra
family.brother_sister_m,Brat
family.child_f,Córka
family.child_m,Syn
family.ex_paramour_f,Była kochanka
family.ex_paramour_m,Były kochanek
family.ex_spouce_f,Była żona
family.ex_spouce_m,Były mąż
family.nephew_niece_f,Kuzynka
family.nephew_niece_m,Kuzyn
family.paramour_f,Kochanka
family.paramour_m,Kochanek
family.parent_f,Matka
family.parent_m,Ojciec
family.spouce_f,Żona
family.spouce_m,Mąż
family.uncle_aunt_f,Ciotka
family.uncle_aunt_m,Wuj
menu.appoint.inspection,Inspekcja
menu.appoint.preaching,Kazanie
menu.appoint.soldiers_training,Szkolenie wojowników
menu.appoint.training,Szkolenie
appoint.clerk_additional,Z kancelarii
menu.army,Armia
menu.army.commander,DOWÓDCA
menu.army.create_army,Utwórz
menu.army.group.exp_mercenaries,DOŚWIADCZENI NAJEMNICY
menu.army.group.mercenaries,RYCERZE ({count})
menu.army.group.militia,"
Z CHŁOPÓW ({count})"
menu.army.group.slave,UWOLNIJ JEŃCÓW ({count})
menu.army.group.rise,AWANSUJ
menu.army.hire,Najmij
menu.army.hire_soldier.caption,Najmowanie wojowników
menu.army.lords,DOWÓDCY
menu.army.new_army_button,Armia
menu.army.new_army.caption,Nowa armia
menu.army.new_army.create,Utwórz
menu.army.new_army.auto,Autom.
menu.army.new_army.warriors,WOJOWNICY ({count})
menu.army.new_army.warehouse,W SKŁADZIE
menu.army.new_army.squad_equip,W ODDZIALE
menu.army.new_army.weapon,Broń
menu.army.new_army.armor,Pancerz
menu.army.new_army.shield,Tarcze
menu.army.patrol,Patrol miejski
menu.army.soldiers,WOJOWNICY
menu.army.without_equip,Bez wyposażenia
menu.construction.category.army,Armia
menu.construction.category.housing,Mieszkania
menu.construction.category.production,Produkcja
menu.construction.category.resources,Surowce
menu.construction.category.service,Usługi
menu.construction.category.decor,Wystrój
menu.construction.hint.produce,Wytwarza:
menu.economy,Gospodarka
menu.economy.do_up_to,Wytwarzaj do
menu.economy.do_up_to_x,Wytwarzaj do X
menu.economy.in_construction,W budowie
menu.economy.make,Wytwórz
menu.economy.make_x,Wytwórz X
menu.economy.order_complete,Osiągnięto cel
menu.economy.required,Wymaga
menu.economy.resources,Surowce
menu.economy.sell,Liczba
menu.economy.sold,Sprzedano
menu.economy.used,Wykorzystano
menu.economy.workshops,Warsztaty
menu.finance.by_price,Cena za sztukę
menu.finance.caption,Finanse
menu.finance.daily,Dzienne wydatki
menu.finance.daily_jobless,Bezrobotni
menu.finance.daily_services,Usługi
menu.finance.daily_soldiers,Wojownicy
menu.finance.daily_workers,Chłopi
menu.finance.dayly_sales,Sprzedaż dzienna
menu.finance.food,Żywność
menu.finance.food_for_slaves,Jeńcy
menu.finance.market,Lokalny rynek
menu.finance.money,Pieniądze
menu.finance.salary,Płace
menu.finance.sell,Liczba
menu.finance.slaves,Jeńcy
menu.finance.taverns,Karczmy
menu.finance.total,Suma
menu.finance.goods_availability.title,Majątek mieszkańców
menu.finance.goods_availability.population,Mieszkańcy:
menu.finance.goods_availability.slaves,Jeńcy:
menu.finance.goods_availability.peasants,Chłopi
menu.finance.goods_availability.soldiers,Wojownicy
menu.finance.goods_availability.food_for_sale,<hint=hint_food>Jedzenie</hint> na sprzedaż:
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>Alkohol</hint> na sprzedaż:
menu.finance.goods_availability.food_for_slaves,<hint=hint_food>Jedzenie</hint> do rozdania:
menu.finance.goods_availability.drinks_for_slaves,<hint=hint_alcohol>Alkohol</hint> do rozdania:
menu.finance.goods_availability.savings,Przeciętny <hint=hint_wealth>majątek</hint>:
menu.finance.goods_availability.sale_yesterday,<b>Łączna sprzedaż wczoraj:</b>
menu.appoint.victory_chance,Szansa na zwycięstwo:
menu.production,Produkcja
menu.tools.hint.army,Armia
menu.tools.hint.clan,Dynastia
menu.tools.hint.construction,Budowa
menu.tools.hint.finance,Finanse
menu.tools.hint.statistics,Statystyki
menu.tools.hint.knowledge,Wiedza
menu.tools.hint.production,Produkcja
menu.tools.hint.world,Świat
menu.trade,Handel
menu.trade.deal,Handel
menu.trade.price_change_reason,{bonus_penalty_side} z powodu różnicy w umiejętności {skill_name}.
menu.trade.price_change_global_map,Cena niektórych dóbr wzrosła wskutek wydarzeń na mapie globalnej.
menu.trade.price_change_reason.bonus,na twoją korzyść
menu.trade.price_change_reason.penalty,na korzyść handlarza
menu.family.restrictions,Ograniczenia
menu.family.tree,Drzewo genealogiczne
menu.family.сhronicles,Kroniki
menu.family.dogmas,Dogmaty
menu.battle_squad.is_allow_shoot,Pozwól strzelać
menu.battle_squad.stats.on_legs,Na nogach:
menu.battle_squad.stats.moral,Nastrój:
menu.battle_squad.stats.equipment,Wyposażenie:
menu.battle_squad.stats.skill,Umiejęt. bojowe:
menu.battle_squad.hostage,Brać jeńców
menu.battle_squad.surrender,Poddaj się
menu.battle_squad.disband,Rozwiąż
menu.battle_squad.header,ODDZIAŁ
menu.battle_squad.loot,ŁUP
menu.battle_squad.order,ROZKAZ
menu.battle_squad.is_protect_archers,Chroń łuczników
menu.battle_squad.is_commander_stay_in_back,Zostań z tyłu
name.trader,Handlarz
notification.miscarriage,{name} poroniła.
notification.actor_use_medicine,{name} używa maści leczniczej.
notification.character_get_robbed,{name} pada ofiarą ataku rabusiów.
notification_character.immobilized,{name} nie może się przemieszczać.
notification.character_close_dead,{name_initiator} -> {name_target}: opłakuje stratę.
notification.character_crime,{name}: oskarżono o przestępstwo.
notification.character_date,{name_initiator} i {name_target} wybierają się dzisiaj na schadzkę.
notification.character_dead,{name} umiera.
notification.character_disease_hard,{name} poważnie choruje.
notification.character_gift,{name_initiator} wręcza prezent ({name_target}).
notification.character_intrigue_full,{name_initiator} -> {name_target}: stosunki z {name_third_person} pogorszyły się w wyniku intrygi.
notification.character_intrigue,{name_target} -> {name_third_person}: stosunki się pogarszają na skutek intrygi.
notification.character_join_to_player,{name} dołącza do rodu szlacheckiego.
notification.character_love,{name_initiator} zakochuje się ({name_target}).
notification.character_low_loyalty,{name}: niska lojalność.
notification.character_praise,{name_target} -> {name_third_person}: stosunki się poprawiają na skutek pochwał.
notification.character_skill_new_level,{name} awansuje na nowy poziom! {skill}: {level}
notification.character_slander,{name_target} -> {name_third_person}: stosunki się pogarszają na skutek oszczerstw.
notification.character_unconscious,{name} nie ma przytomności.
notification.character_under_attack,{name} wkracza do bitwy.
notification.character_go_insight,{name} doznaje olśnienia: {knowledge_name}
notification.characters_start_fight,{name_initiator} i {name_target} zaczynają walczyć.
notification.characters_start_duel,{name_initiator} i {name_target} zaczynają pojedynek.
notification.date_denied,{name_initiator} -> {name_target}: odmawia schadzki.
notification.enemy_commander_dead,Poległ dowódca wroga!
notification.enemy_commander_surrender,Dowódca wroga się poddał!
notification.enemy_commander_retreat,Dowódca wroga ucieka!
notification.enemy_commander_unconscious,Dowódca wroga stracił przytomność!
notification.guest_bribe_fail,{name}: gość odmawia prezentu od twojego króla.
notification.guest_bribe_success,{name}: gość przyjmuje prezent od twojego króla.
notification.guest_attempted_bribe_succes,"{name}: przyjmuje prezent od {iniciator}, co osłabiło lojalność."
notification.character_start_action_task,{name} rozpoczyna zadanie: {action_task}.
notification.guest_leaving,{name}: gość opuszcza miasto.
notification.guest_leaving_danger_wound,{name}: gość opuszcza miasto z powodu poważnej rany.
notification.guest_leaving_bad_mood,{name}: gość opuszcza miasto z powodu depresji.
notification.guest_arrive,{name}: gość przybywa do osady.
notification.murder_fighting,{name_initiator} wpada w szał i walczy na śmierć i życie!
notification.murder_night_murder,{name_initiator} planuje zabójstwo.
notification.murder_poison_success,{name_target}: otruto.
