Key,SimplifiedChinese
display_event.student_as_teacher_general,{student}在所有技能上达到了{teacher}的水平
display_event.murder_intention_add,{name}正在策划谋杀
display_event.bishop_is_king_enemy,君王已成为主教的敌人
display_event.kid_need_lesson,{name}：不学习
display_event.lord_dead_in_travell,{name}：在旅途中死去
display_event.other_faction_king_dead,{faction}的统治者已去世
display_event.soldier_for_rises,有士兵需要晋升
display_event.persons_forest_bandits,你的领地上有林中劫匪
display_event.religious_punishment_soon,审判庭即将到达
display_event.ceremony_start,仪式开始：{name}
display_event.ceremony_today,今天将举行{name}的仪式。
display_event.guest_duel,{name}：向{lord}发起了决斗
display_event.lord_seduced,{name}被诱惑了。他的忠诚度有下降的风险。
display_event.lord_bribed,{name}被贿赂了。这个人的忠诚度有下降的风险。
display_event.adopted_child_lord,{mother}在分娩时去世，{king}决定收养遗孤
display_event.drunk_fight_start,{name}：开始了一场醉酒斗殴
display_event.nectar_rage_begin,{name}：处于蜜酿癫狂状态！
display_event.new_matriarch,新的圣母
display_event.synod_relations_begin,开始与神爱之家建立关系
display_event.discovered_talent,{name}：在训练中发现了新的天赋！
display_event.inspired_today,{names}：灵感迸发！
display_event.terror_culture,{name}的民众正遭受文化恐慌。
display_event.culture_migration_increase,{name}：战争的结果
display_event.character_assimilated,{name}：在潜移默化中改变了他们的文化。
display_event.death_is_near,{name}：濒死状态
display_event.death_is_near_king,{name}：君王垂死
display_event.death_is_near_king_heirs_power_struggle,{name}：君王垂死。继承人之间的王位争夺战已经开始！
family.brother_sister_f,姐妹
family.brother_sister_m,兄弟
family.child_f,女儿
family.child_m,儿子
family.ex_paramour_f,前情人
family.ex_paramour_m,前情人
family.ex_spouce_f,前配偶
family.ex_spouce_m,前配偶
family.nephew_niece_f,侄女
family.nephew_niece_m,侄子
family.paramour_f,情人
family.paramour_m,情人
family.parent_f,母亲
family.parent_m,父亲
family.spouce_f,配偶
family.spouce_m,配偶
family.uncle_aunt_f,姨母
family.uncle_aunt_m,叔叔
menu.appoint.inspection,视察
menu.appoint.preaching,布道
menu.appoint.soldiers_training,战士训练
menu.appoint.training,训练
appoint.clerk_additional,来自官邸
menu.army,军队
menu.army.commander,指挥官
menu.army.create_army,创建
menu.army.group.exp_mercenaries,经验丰富的雇佣兵
menu.army.group.mercenaries,骑士（{count}）
menu.army.group.militia,来自平民 ({count})
menu.army.group.slave,释放囚犯 ({count})
menu.army.group.rise,晋升
menu.army.hire,雇佣
menu.army.hire_soldier.caption,招募士兵
menu.army.lords,指挥官
menu.army.new_army_button,军队
menu.army.new_army.caption,新军队
menu.army.new_army.create,创建
menu.army.new_army.auto,自动
menu.army.new_army.warriors,战士 ({count})
menu.army.new_army.warehouse,有储备
menu.army.new_army.squad_equip,在部队中
menu.army.new_army.weapon,武器
menu.army.new_army.armor,盔甲
menu.army.new_army.shield,护盾
menu.army.patrol,城镇巡逻队
menu.army.soldiers,战士
menu.army.without_equip,无装备
menu.construction.category.army,军队
menu.construction.category.housing,住房
menu.construction.category.production,生产
menu.construction.category.resources,资源
menu.construction.category.service,服务
menu.construction.category.decor,装饰
menu.construction.hint.produce,生产：
menu.economy,经济
menu.economy.do_up_to,生产数量
menu.economy.do_up_to_x,持续生产至 X
menu.economy.in_construction,建设中
menu.economy.make,制作
menu.economy.make_x,制作 X 份
menu.economy.order_complete,目标已达成
menu.economy.required,需要
menu.economy.resources,资源
menu.economy.sell,数量
menu.economy.sold,已售
menu.economy.used,已使用
menu.economy.workshops,工坊
menu.finance.by_price,单价
menu.finance.caption,财务
menu.finance.daily,每日开支
menu.finance.daily_jobless,失业
menu.finance.daily_services,服务
menu.finance.daily_soldiers,战士
menu.finance.daily_workers,平民
menu.finance.dayly_sales,每日销售
menu.finance.food,食物
menu.finance.food_for_slaves,囚犯
menu.finance.market,本地市场
menu.finance.money,金钱
menu.finance.salary,工钱
menu.finance.sell,数量
menu.finance.slaves,囚犯
menu.finance.taverns,酒馆
menu.finance.total,总计
menu.finance.goods_availability.title,居民的财富
menu.finance.goods_availability.population,居民：
menu.finance.goods_availability.slaves,囚犯：
menu.finance.goods_availability.peasants,居民
menu.finance.goods_availability.soldiers,战士
menu.finance.goods_availability.food_for_sale,出售的 <hint=hint_food>食物</hint>：
menu.finance.goods_availability.drinks_for_sale,出售的 <hint=hint_alcohol>酒</hint>：
menu.finance.goods_availability.food_for_slaves,分发的 <hint=hint_food>食物</hint>：
menu.finance.goods_availability.drinks_for_slaves,分发的 <hint=hint_alcohol>酒</hint>：
menu.finance.goods_availability.savings,平均<hint=hint_wealth>财富：</hint>
menu.finance.goods_availability.sale_yesterday,<b>昨日总销售：</b>
menu.appoint.victory_chance,获胜几率：
menu.production,生产
menu.tools.hint.army,军队
menu.tools.hint.clan,王朝
menu.tools.hint.construction,建设
menu.tools.hint.finance,财务
menu.tools.hint.statistics,统计
menu.tools.hint.knowledge,知识
menu.tools.hint.production,生产
menu.tools.hint.world,世界
menu.trade,贸易
menu.trade.deal,贸易
menu.trade.price_change_reason,由于{skill_name}技能的差异，产生了{bonus_penalty_side}
menu.trade.price_change_global_map,由于世界地图上的事件，某些商品的价格上涨了
menu.trade.price_change_reason.bonus,对你有利
menu.trade.price_change_reason.penalty,对商人有利
menu.family.restrictions,限制
menu.family.tree,家谱
menu.family.сhronicles,编年史
menu.family.dogmas,教条
menu.battle_squad.is_allow_shoot,允许射击
menu.battle_squad.stats.on_legs,活跃士兵：
menu.battle_squad.stats.moral,心情：
menu.battle_squad.stats.equipment,装备：
menu.battle_squad.stats.skill,战斗技能：
menu.battle_squad.hostage,俘获人质
menu.battle_squad.surrender,投降
menu.battle_squad.disband,解散
menu.battle_squad.header,作战部队
menu.battle_squad.loot,战利品
menu.battle_squad.order,obsolete
menu.battle_squad.is_protect_archers,保护弓箭手
menu.battle_squad.is_commander_stay_in_back,后方待命
name.trader,商人
notification.miscarriage,{name}流产了。
notification.actor_use_medicine,{name}使用了医用药膏。
notification.character_get_robbed,{name}被强盗袭击。
notification_character.immobilized,{name}无法移动。
notification.character_close_dead,{name_initiator} -> {name_target}：为此损失而悲痛欲绝
notification.character_crime,{name}被控犯罪！
notification.character_date,{name_initiator}和{name_target}今天要约会
notification.character_dead,{name}已去世
notification.character_disease_hard,{name}病重
notification.character_gift,{name_initiator} -> {name_target}：赠送了礼物
notification.character_intrigue_full,{name_initiator} -> {name_target}：受人挑拨，与{name_third_person}之间的关系恶化。
notification.character_intrigue,{name_target} -> {name_third_person}：受人挑拨，关系恶化
notification.character_join_to_player,{name}加入了你的贵族世家
notification.character_love,{name_initiator} -> {name_target}：已坠入爱河
notification.character_low_loyalty,{name}：忠诚度低
notification.character_praise,{name_target} -> {name_third_person}：由于赞美，关系改善了。
notification.character_skill_new_level,{name}的技能等级提升了！{skill}：{level}
notification.character_slander,{name_target} -> {name_third_person}：由于诽谤，关系恶化了
notification.character_unconscious,{name}失去意识
notification.character_under_attack,{name}已进入战斗！
notification.character_go_insight,{name}获得了启迪：{knowledge_name}
notification.characters_start_fight,{name_initiator}和{name_target}开始斗殴了！
notification.characters_start_duel,{name_initiator}向{name_target}发起了决斗！
notification.date_denied,{name_initiator} -> {name_target}：拒绝约会。
notification.enemy_commander_dead,敌方部队指挥官已被杀死！
notification.enemy_commander_surrender,敌方指挥官已投降！
notification.enemy_commander_retreat,敌方部队指挥官正在逃跑！
notification.enemy_commander_unconscious,敌方部队指挥官失去意识！
notification.guest_bribe_fail,{name}：这位宾客拒绝接受君王的礼物
notification.guest_bribe_success,{name}：这位宾客接受了君王的礼物
notification.guest_attempted_bribe_succes,{name}：接受了{iniciator}的礼物。忠诚度下降
notification.character_start_action_task,{name}：开始执行任务：{action_task}
notification.guest_leaving,{name}：这位宾客正在离开聚落
notification.guest_leaving_danger_wound,{name}：一位宾客因危险伤势离开了聚落
notification.guest_leaving_bad_mood,{name}：一位宾客因抑郁离开了聚落
notification.guest_arrive,{name}：这位宾客已抵达聚落
notification.murder_fighting,{name_initiator}正在狂怒中并将战斗至死！
notification.murder_night_murder,{name_initiator}正在策划暗杀
notification.murder_poison_success,{name_target}已被毒害
notification.character_game_of_dice_win,{name_winner} -> {name_looser}：在骰子游戏中赢得了金币
notification.character_game_of_dice_loose,{name_winner} -> {name_looser}：在骰子游戏中输掉了金币
notification.murder_poison_unsuccess,{name_initiator} -> {name_target}：试图毒害敌人，但被发现了
notification.reward,{name_initiator} -> {name_target}：受到奖赏
notification.rumors,{name_initiator} -> {name_target}：散布关于{name_third_person}的谣言
notification.rumors,{name_initiator} -> {name_target}：散布关于{name_third_person}的谣言
notification.sex,{name_initiator}和{name_target}正在床上共度良宵
notification.sex_treason,{name_initiator}对其配偶不忠，与{name_target}发生了关系
notification.tantrum_begin,{name}：精神崩溃！
notification.determination_begin,{name}决定实现这个欲望！
notification.madness_begin,{name}：陷入疯狂
notification.tantrum_high_probability,{name}：很大几率精神崩溃！
notification.tantrum_probability,{name}：有几率精神崩溃！
notification.threat,{name_initiator} -> {name_target}：受到威胁
notification.thugs_burglary,{name}：刺客正闯入住宅！
notification.character_is_pregnant,{name}怀有{father_name}的孩子
notification.character_was_born,一个孩子出生了：{name}
notification.kid_grow,{name}已成年并成为了次等领主。
notification.new_desire,{name}发现自己内心有一种强烈的欲望
notification.desire_strong,{name}：欲望变得更强烈
notification.desire_complete,{name}：欲望已得到满足！
notification.king_greetings,{name}向君王致意
notification.lord_return,{name}已返回省邦
notification.start_hate,{name_initiator} -> {name_target}：开始产生仇恨
notification.captive_escape,{name}正试图逃离囚禁！
notification.captive_welcome,{name}宣誓效忠{fraction_name}家族
notification.game_save,游戏已保存
notification.got_knowledge_from_talk,{name}在与{name_2}的对话中获得了知识：{knowledge}
punishment.blindness,失明
punishment.execution,处决
punishment.exile,流放
punishment.mask_of_shame,耻辱面具
punishment.enslavement,监禁
resource.battle_axe,斧头
resource.ale,美味麦酒
resource.moonshine,劣酒
resource.beer,啤酒
resource.bow,弓
resource.coal,煤
resource.crossbow,弩
resource.food,面粉
resource.heavy_armor,重甲
resource.instruments,工具
resource.iron,铁
resource.knife,匕首
resource.light_armor,轻甲
resource.medicine,医用药膏
resource.nectar,蜜酿
resource.paper,纸张
resource.rune,圣戒
resource.shield,护盾
resource.sword,剑
resource.wood,木材
resource.wooden_hammer,链锤
resource.wooden_spear,矛
resource.hop,啤酒花
resource.rye,麦子
resource.steel,钢
resource.meat,肉
