Key,Korean
display_event.dayly_statistic,일일 통계
display_event.daily_stat_main_pronlems,자주 발생하는 부정적 생각
display_event.daily_stat_no_problems,문제없음
display_event.world_summary,세계 요약
display_event.world_summary_trade,무역
display_event.world_summary_marriage,결혼
display_event.world_summary_other,기타
display_event.world_summary_politic,정책
display_event.religious_rebellion_start,종교 반란이 발생했습니다!
display_event.slaves_rebellion,수감자 반란이 발생했습니다!
display_event.soldier_rebellion,전사 반란이 시작되었습니다!
display_event.loyalist_rage,충성파가 학살을 시작합니다!
display_event.loyalist_rage_over,충성파가 학살을 끝냄
display_event.soldier_rebellion_finished,전사 반란이 끝났습니다.
display_event.soldier_rebellion_crushed,전사 반란이 성공적으로 진압되었습니다!
display_event.religion_rebellion_crushed,종교 봉기가 성공적으로 진압되었습니다!
display_event.religion_rebellion_finished,종교 봉기가 끝났습니다.
display_event.slaves_rebellion_finished,수감자 반란이 끝났습니다.
display_event.slaves_rebellion_crushed,수감자 반란이 성공적으로 진압되었습니다!
display_event.culture_rage_today,{name}: {name_2}을(를) 대상으로 폭동을 일으킬 수 있음
display_event.culture_rage,{name}: 폭동을 시작합니다.
display_event.culture_rage_over,폭동이 끝났습니다.
display_event.no_new_events,사건이 없습니다.
display_event.player_became_vassal,{sir_faction}의 봉신이 되었습니다.
display_event.player_stopped_being_vassal,이제 {ex_sir_faction}의 봉신이 아닙니다.
display_event.enemy_go_to_attack_town_soon,{faction} 진영이 곧 마을을 공격할 것 같습니다!
display_event.enemy_go_to_attack_village,{faction} 진영에서 마을을 약탈하려고 군대를 보냈습니다!
display_event.enemy_go_to_attack_town,{faction} 진영에서 도시를 약탈하려고 군대를 보냈습니다!
display_event.bandits_go_to_attack_village,숲속 도적단이 마을로 진격했습니다!
display_event.bandits_go_to_attack_town,숲속 도적단이 마을을 공격하러 오는 중입니다!
display_event.bandits_looted_village,숲속 도적단이 마을을 약탈했습니다!
display_event.enemy_looted_village,{faction} 진영이 마을을 약탈했습니다!
display_event.heir_rebellion,후계자가 반란을 일으키는 중입니다!
display_event.new_heir,새로운 왕관의 후계자는 {name}입니다.
display_event.free_lord_was_hired,자유 영주 {name}이(가) {duration}일 동안 고용되었습니다.
display_event.lord_captured,{faction_name}의 {name}이(가) {faction_name_2}에 생포되었습니다.
display_event.captive_terror,{king_name} 왕이 나와 {captive_name} 사이의 소통에 대해 알게 되었습니다. 나에 대한 왕의 태도가 악화되었습니다.
display_event.looted_books,훔친 책:
display_event.character_part_of_nature_add,{name}이(가) 성격 특성({trait_name})을 획득했습니다.
display_event.character_part_of_nature_delete,{name}이(가) 성격 특성({trait_name})을 잃었습니다.
display_event.character_revail_skill_trait,{name}이(가) {skill_name} 스킬을 완전히 습득하고 {trait_name} 스킬 특성을 잠금 해제했습니다.
display_event.dark_order,당신의 흉악범이 매수되었습니다.
display_event.student_as_teacher,{student}이(가) {skill} 스킬에서 {teacher} 레벨에 도달했습니다.
display_event.student_as_teacher_general,{student}이(가) 모든 스킬에서 {teacher} 레벨에 도달했습니다.
display_event.murder_intention_add,{name}이(가) 살인 모의 중입니다.
display_event.bishop_is_king_enemy,왕이 주교의 적이 되었습니다.
display_event.kid_need_lesson,{name}: 학습하지 않는 중
display_event.lord_dead_in_travell,{name}: 여정 중 사망
display_event.other_faction_king_dead,{faction}의 통치자가 사망했습니다.
display_event.soldier_for_rises,진급 가능한 전사들이 있습니다.
display_event.persons_forest_bandits,영지에 숲속 도적단이 있습니다.
display_event.religious_punishment_soon,곧 종교 재판단이 도착합니다.
display_event.ceremony_start,식 시작: {name}
display_event.ceremony_today,오늘 {name}의 식이 열립니다.
display_event.guest_duel,{name}: {lord}에게 결투 신청
display_event.lord_seduced,{name}이(가) 유혹당했습니다. 충성도가 위협받고 있습니다.
display_event.lord_bribed,{name}이(가) 매수당했습니다. 충성도가 위협받고 있습니다.
display_event.adopted_child_lord,{mother}이(가) 출산 중 사망하여 {king} 왕이 아이를 가족으로 입양하기로 결정했습니다.
display_event.drunk_fight_start,{name}: 취중 싸움 시작
display_event.nectar_rage_begin,{name}: 넥타 격노 상태!
display_event.new_matriarch,새로운 총대주교
display_event.synod_relations_begin,사랑의 가족과의 관계 시작
display_event.discovered_talent,{name}: 훈련 중 새로운 재능 발견!
display_event.inspired_today,{names}: 영감!
display_event.terror_culture,{name} 사람들이 문화적 공포를 겪고 있습니다.
display_event.culture_migration_increase,{name}: 전쟁의 결과
display_event.character_assimilated,{name}: 영향을 받아 자신의 문화를 바꿨습니다.
display_event.death_is_near,{name}: 죽어가는 중
display_event.death_is_near_king,{name}: 군주가 죽어가는 중
display_event.death_is_near_king_heirs_power_struggle,{name}: 군주가 죽어가는 중입니다. 왕좌를 위한 후계자들의 싸움이 시작되었습니다!
family.brother_sister_f,여자 형제
family.brother_sister_m,남자 형제
family.child_f,딸
family.child_m,아들
family.ex_paramour_f,전 연인
family.ex_paramour_m,전 연인
family.ex_spouce_f,전 배우자
family.ex_spouce_m,전 배우자
family.nephew_niece_f,여자 조카
family.nephew_niece_m,남자 조카
family.paramour_f,연인
family.paramour_m,연인
family.parent_f,어머니
family.parent_m,아버지
family.spouce_f,배우자
family.spouce_m,배우자
family.uncle_aunt_f,고모/이모
family.uncle_aunt_m,삼촌
menu.appoint.inspection,점검
menu.appoint.preaching,설교
menu.appoint.soldiers_training,전사 훈련
menu.appoint.training,훈련
appoint.clerk_additional,사무국 소속
menu.army,군대
menu.army.commander,지휘관
menu.army.create_army,생성
menu.army.group.exp_mercenaries,노련한 용병
menu.army.group.mercenaries,기사({count})
menu.army.group.militia,농민 출신({count})
menu.army.group.slave,풀려난 수감자({count})
menu.army.group.rise,진급
menu.army.hire,고용
menu.army.hire_soldier.caption,병력 고용
menu.army.lords,지휘관
menu.army.new_army_button,군대
menu.army.new_army.caption,새 군대
menu.army.new_army.create,생성
menu.army.new_army.auto,자동
menu.army.new_army.warriors,전사({count})
menu.army.new_army.warehouse,재고 보유
menu.army.new_army.squad_equip,분대 보유
menu.army.new_army.weapon,무기
menu.army.new_army.armor,방어구
menu.army.new_army.shield,방패
menu.army.patrol,마을 순찰대
menu.army.soldiers,전사
menu.army.without_equip,비무장
menu.construction.category.army,군대
menu.construction.category.housing,주거
menu.construction.category.production,생산
menu.construction.category.resources,자원
menu.construction.category.service,서비스
menu.construction.category.decor,장식
menu.construction.hint.produce,생산:
menu.economy,경제
menu.economy.do_up_to,목표 수량
menu.economy.do_up_to_x,목표 수량까지
menu.economy.in_construction,건설 중
menu.economy.make,제작
menu.economy.make_x,일정 수량 제작
menu.economy.order_complete,목표 달성 완료
menu.economy.required,필요
menu.economy.resources,자원
menu.economy.sell,수량
menu.economy.sold,판매됨
menu.economy.used,사용됨
menu.economy.workshops,공방
menu.finance.by_price,단위당 가격
menu.finance.caption,재정
menu.finance.daily,일일 지출
menu.finance.daily_jobless,실업자
menu.finance.daily_services,서비스
menu.finance.daily_soldiers,전사
menu.finance.daily_workers,농민
menu.finance.dayly_sales,일일 판매량
menu.finance.food,음식
menu.finance.food_for_slaves,수감자
menu.finance.market,지역 시장
menu.finance.money,돈
menu.finance.salary,임금
menu.finance.sell,수량
menu.finance.slaves,수감자
menu.finance.taverns,술집
menu.finance.total,총계
menu.finance.goods_availability.title,주민의 부유함
menu.finance.goods_availability.population,거주민:
menu.finance.goods_availability.slaves,수감자:
menu.finance.goods_availability.peasants,주민
menu.finance.goods_availability.soldiers,전사
menu.finance.goods_availability.food_for_sale,판매용 <hint=hint_food>음식</hint>:
menu.finance.goods_availability.drinks_for_sale,판매용 <hint=hint_alcohol>술</hint>:
menu.finance.goods_availability.food_for_slaves,배급된 <hint=hint_food>음식</hint>:
menu.finance.goods_availability.drinks_for_slaves,배급된 <hint=hint_alcohol>술</hint>:
menu.finance.goods_availability.savings,평균 <hint=hint_wealth>재산:</hint>
menu.finance.goods_availability.sale_yesterday,<b>어제 총판매량:</b>
menu.appoint.victory_chance,승리 확률:
menu.production,생산
menu.tools.hint.army,군대
menu.tools.hint.clan,왕조
menu.tools.hint.construction,건설
menu.tools.hint.finance,재정
menu.tools.hint.statistics,통계
menu.tools.hint.knowledge,지식
menu.tools.hint.production,생산
menu.tools.hint.world,세계
menu.trade,무역
menu.trade.deal,무역
menu.trade.price_change_reason,"{bonus_penalty_side}, 사유: {skill_name} 스킬 차이"
menu.trade.price_change_global_map,세계 지도에서 발생한 사건으로 일부 상품 가격 상승
menu.trade.price_change_reason.bonus,이익
menu.trade.price_change_reason.penalty,상인 이익
menu.family.restrictions,제한
menu.family.tree,가계도
menu.family.сhronicles,연대기
menu.family.dogmas,교리
menu.battle_squad.is_allow_shoot,사격 승인
menu.battle_squad.stats.on_legs,거동 가능:
menu.battle_squad.stats.moral,기분:
menu.battle_squad.stats.equipment,장비:
menu.battle_squad.stats.skill,전투 스킬:
menu.battle_squad.hostage,인질 생포 중
menu.battle_squad.surrender,항복
menu.battle_squad.disband,해산
menu.battle_squad.header,전투 분대
menu.battle_squad.loot,전리품
menu.battle_squad.order,명령
menu.battle_squad.is_protect_archers,궁수 보호
menu.battle_squad.is_commander_stay_in_back,후방 잔류
name.trader,상인
notification.miscarriage,{name}이(가) 유산했습니다.
notification.actor_use_medicine,{name}이(가) 의료 연고를 사용했습니다.
notification.character_get_robbed,{name}이(가) 강도에게 공격당했습니다.
notification_character.immobilized,{name}이(가) 움직일 수 없습니다.
notification.character_close_dead,{name_initiator} -> {name_target}: 상실로 위로할 수 없을 만큼 흐느낌
notification.character_crime,{name}이(가) 범죄 혐의로 고발되었습니다!
notification.character_date,{name_initiator}와(과) {name_target}이(가) 오늘 데이트를 합니다.
notification.character_dead,{name}이(가) 사망했습니다.
notification.character_disease_hard,{name}의 상태가 심각합니다.
notification.character_gift,{name_initiator} -> {name_target}: 선물 제공
notification.character_intrigue_full,{name_initiator} -> {name_target}: 음모로 인해 {name_third_person}와(과)의 관계가 악화되었습니다.
notification.character_intrigue,{name_target} -> {name_third_person}: 음모로 인한 관계 악화
notification.character_join_to_player,{name}이(가) 귀족 가문에 합류합니다.
notification.character_love,{name_initiator} -> {name_target}: 사랑에 빠짐
notification.character_low_loyalty,{name}: 충성도 낮음
notification.character_praise,{name_target} -> {name_third_person}: 칭찬으로 인한 관계 개선
notification.character_skill_new_level,{name}이(가) 새 레벨을 획득했습니다! {skill}: {level}
notification.character_slander,{name_target} -> {name_third_person}: 중상모략으로 인한 관계 악화
notification.character_unconscious,{name}이(가) 의식 불명입니다.
notification.character_under_attack,{name}이(가) 전투에 참전했습니다!
notification.character_go_insight,{name}이(가) {knowledge_name}에 대한 깨우침을 얻었습니다.
