Code,Indonesia
hint_action_task_confession,"Pengakuan Dosa
Pengakui dosa kepada uskup dengan imbalan persembahan kecil.

<b>Biaya:</b> <hint=hint_resource_rune>{conf_price}</hint>

Dosa-dosa <hint=hint_sin>dosa</hint> berikut akan diampuni:
{sins}"
hint_action_task_confession_unavailable,"Pengakuan dosa tidak tersedia.
Penguasa tidak berdosa baru-baru ini"
hint_action_task_canonization,"Berkah
Selama {days} hari, gereja memberikan pengampunan kepada raja Anda atas semua dosanya.

$ Penguasa Anda tidak akan menderita saat berbuat dosa.
$ <hint=hint_persons_fanatic>Fanatik</hint> di antara petani Anda akan bersemangat untuk bergabung dengan pasukan Anda.
$ Hubungan semua penguasa Anda dengan penguasa mereka akan sangat membaik, dan subjek akan lebih bahagia.

<b>Biaya:</b> <hint=hint_resource_gold>{price}</hint>"
hint_action_task_canonization_unavailable_by_opinion,"Hubungan Buruk
Untuk menerima <hint=hint_saint>berkah</hint>, <hint=hint_relations_matriarch>Pendapat Matriark</hint> tentang penguasa Anda harus lebih besar dari <green>{threshold}</green>."
hint_canonized_already,"Tidak Tersedia
Karakter ini sudah menerima <hint=hint_saint>berkah</hint>."
hint_action_task_divorce,"Pembatalan Pernikahan
Batalkan pernikahan antara {soul_uuid_target} dan {soul_uuid_spouce}.

Akibatnya, karakter-karakter akan dapat memasuki pernikahan baru.

<b>Biaya:</b> <hint=hint_resource_rune>{price}</hint>"
hint_consolation,"Menghibur
Uskup akan menghibur karakter yang berduka atas kehilangan orang yang dicintai dengan kata-kata yang tepat dan meringankan rasa sakit mereka.

Hasil: Pikiran tentang kehilangan orang yang dicintai akan melemah secara signifikan."
hint_action_task_begging,"Minta Pengampunan
Dengan rahmat Ibu Sophia, uskup bersedia mendengarkan dan mengampuni pelanggaran karakter... jika mereka membuktikan ketulusan mereka melalui pengorbanan.

Akibatnya, sikap uskup terhadap {soul_uuid_target} akan membaik sebesar <green>{rel_plus}</green>.

<b>Biaya:</b> <hint=hint_resource_rune>{price}</hint>

"
hint_action_task_begging_unavailable_no_need,"Tidak Tersedia
Uskup tidak menganggap {soul_uuid_target} sebagai musuh, sehingga {soul_uuid_target} tidak membutuhkan pengampunan."
hint_action_task_consolation_unavailable_by_cynic,"Tidak Tersedia
Seorang karakter dengan sifat Sinis tidak dapat dihibur."
hint_action_task_consolation_unavailable_dont_need,"Tidak Tersedia
Karakter ini saat ini tidak memerlukan penghiburan."
hint_action_task_consolation_unavailable_already_dont_need,"Tidak Tersedia
Karakter ini sudah menerima penghiburan."
hint_action_task_consolation_unavailable_by_opinion,"Tidak Tersedia
Uskup tidak memiliki hubungan yang cukup baik dengan karakter ini dan tidak akan melakukan tindakan ini."
hint_action_task_unavailable_bad_opinion,"Tidak Tersedia
{soul_uuid_1} tidak memiliki hubungan yang cukup baik dengan {soul_uuid_2}. Saat ini, hubungan di antara mereka adalah {current_opinion} , dan setidaknya {required_opinion} diperlukan."
hint_action_task_unavailable_no_titles,"Tidak Tersedia
Tidak ada <hint=hint_title>gelar</hint> yang tersedia untuk penguasa."
hint_forced_sex_slave," "
hint_forced_sex_slave_context," "
hint_forced_sex_captive,"Paksaan Seksual
$ Karakter yang dipaksa mungkin mengandung <hint=hint_persons_bastard>anak haram</hint>.
$ Raja keluarga bangsawan tempat sandera termasuk akan menganggapnya sebagai penyiksaan.
$ Tindakan ini dianggap sebagai <hint=hint_sin>dosa</hint>."
hint_forced_sex_captive_context,"Paksaan Seksual
$ {soul_uuid_1} akan memiliki {number}% dari <hint=hint_need_sex>kebutuhan seksual</hint> mereka terpenuhi.
$ {soul_uuid_1} akan memiliki pikiran negatif ""Malu atas Dosa"" <red>{number1}</red>.
$ {soul_uuid_2} akan memiliki pikiran negatif ""Digunakan"" <red>{number2}</red>.
$ {soul_uuid_3} akan memperburuk hubungan mereka dengan raja Anda sebesar <red>{number3}</red>."
hint_buy_sex,"Suap untuk Seks
$ Penguasa akan memberikan petani <hint=hint_resource_rune>{runes}</hint>, dan petani akan senang memenuhi permintaan pribadi mereka.
$ Petani mungkin melahirkan anak yang akan menjadi <hint=hint_persons_bastard>anak haram</hint>.
$ Tindakan ini dianggap sebagai <hint=hint_sin>dosa</hint>."
hint_buy_sex_context,"Suap untuk Seks
$ {soul_uuid_1} akan memenuhi kebutuhan seksual mereka.  
$ {soul_uuid_1} akan menerima <hint=hint_sin>dosa</hint> dengan kekuatan <red>{number2}</red>.  
$ {soul_uuid_2} akan menerima pikiran negatif <red>{number3}</red>."
hint_not_enought_rings,"Cincin Tidak Cukup
Tindakan ini memerlukan <hint=hint_resource_rune>{count}</hint>."
hint_not_enought_gold,"Emas Tidak Cukup
Tindakan ini memerlukan <hint=hint_resource_gold>{count}</hint>."
hint_set_free_captive,"Pembebasan Sandera
Raja, dalam rahmatnya, memberikan kebebasan kepada sandera.

<b>Konsekuensi:</b>
$ Sandera akan kembali ke rumah, dan rajanya {soul_uuid_king} akan berterima kasih kepada Anda atas rahmat Anda."
hint_set_join_captive,"Pembebasan dan Penerimaan ke dalam Keluarga
Sandera akan dibebaskan dan bergabung dengan keluarga penguasa Anda. Kesetiaan awal mereka akan ditetapkan ke {loyalty}.

Raja {soul_uuid_king} akan sangat tidak setuju dengan Anda merebut penguasa miliknya."
hint_set_join_captive_unavailable_by_title,"Tidak tersedia
Tidak ada lagi gelar yang tersedia di keluarga Anda."
hint_set_free,"Pembebasan Narapidana
Karakter diberikan kebebasan dan menjadi <hint=hint_persons_peasant>petani</hint> atau prajurit. Karakter mungkin memilih untuk meninggalkan provinsi Anda.

Setelah dibebaskan, karakter menerima pikiran positif yang proporsional dengan keinginan mereka untuk kebebasan.

<b>Petunjuk:</b> Anda dapat membebaskan narapidana lebih cepat dengan mengklik tombol merah kecil pada potret mereka di menu Blok Penjara."
hint_punish,"Hukuman
$ <hint=hint_crimer>Penjahat</hint> biasa dihukum oleh <hint=hint_persons_executer>algojo</hint>, sementara penguasa dihukum secara manual dengan menugaskan tugas kepada <hint=hint_persons_king>raja</hint>.
$ Menghukum yang tidak bersalah akan dianggap oleh karakter lain sebagai <hint=hint_terror>teror</hint>.

Hukuman memerlukan <hint=hint_bld_scafod>Panggung Gantung</hint>."
hint_punish_unavailable_no_gallows,"Bangun Panggung Gantung
Untuk melaksanakan hukuman, diperlukan untuk membangun <hint=hint_bld_scafod>Panggung Gantung</hint>."
hint_punish_unavailable_no_king,"Tidak Ada Raja
Untuk melaksanakan hukuman, diperlukan raja, tetapi tidak ada yang tersedia."
hint_punishment_mask_of_shame,"Topeng Malu
$ Karakter memakai Topeng Malu selama sehari, dan karakter lain dengan suasana hati buruk dapat memukuli mereka tanpa konsekuensi.
$ Jika seorang penjahat dihukum, mereka akan kembali menjadi petani biasa setelah masa hukuman berakhir.

Hukuman <hint=hint_punish>ini</hint> memberikan <b>kecil</b> <green>pikiran positif</green> kepada penonton dalam radius pengaruh <hint=hint_bld_scafod>Panggung Gantung</hint>."
hint_punishment_exile,"Pengasingan
Karakter diusir dari kota. Tidak diketahui apakah mereka akan kembali, bergabung dengan keluarga bangsawan lain, atau hilang selamanya.

Jika seorang <hint=hint_persons_criminal>pengembara</hint> sederhana sedang dihukum, mereka akan bergabung dengan <hint=hint_persons_forest_bandits>perampok hutan</hint> setelah diasingkan.

[hint_punish]"
hint_punishment_execution,"Eksekusi
$ Karakter dipenggal kepalanya. Ini biasanya fatal.
$ Beberapa <hint=hint_persons_criminal>pengembara</hint> yang mengamati mungkin memutuskan untuk menjadi <hint=hint_persons_cuthroat>pembunuh berantai</hint>.

Hukuman <hint=hint_punish>ini</hint> memberikan <b>terbesar</b> <green>pikiran positif</green> kepada penonton dalam radius pengaruh <hint=hint_bld_scafod>Panggung Gantung</hint>."
hint_punishment_blindness,"Membutakan
$ Karakter akan menjadi <hint=hint_blindness>buta</hint>.

Hukuman <hint=hint_punish>ini</hint> memberikan <b>sedang</b> <green>pikiran positif</green> kepada penonton dalam radius pengaruh <hint=hint_bld_scafod>Panggung Gantung</hint>."
hint_punishment_enslave,"Penahanan
Karakter menjadi <hint=hint_persons_slave>Narapidana</hint>.

Beberapa <hint=hint_persons_criminal>pengembara</hint> yang melihat mungkin memutuskan untuk menjadi <hint=hint_persons_cuthroat>pembunuh berantai</hint>.

[hint_punish]"
hint_inspection,"Instruksi
Di Norland, pekerja tidak familiar dengan rencana Anda dan membutuhkan instruksi dari para penguasa Anda. 

<img=hint_inspection></img>

Setelah membangun bangunan, tunjuk penguasa-manajer untuknya; mereka akan memberikan instruksi harian kepada pekerja.

$ Kinerja bangunan tergantung pada keterampilan <hint=hint_skill_management>Manajemen</hint> penguasa yang ditugaskan.
$ Instruksi akan cukup untuk <b>tiga hari</b>, setelah itu pekerja akan mulai malas dan jauh kurang produktif.
$ Pada suatu saat, para penguasa akan tidak mampu mengikuti, dan kemudian Anda perlu membangun <hint=hint_bld_chancellery>Kanselari</hint>."
hint_inspection_order,"Instruksi
Selama hari kerja, karakter yang dipilih akan memberikan instruksi kepada pekerja bangunan ini, dan mereka akan mulai bekerja. Instruksi akan bertahan selama 3 hari, setelah itu pekerja akan mulai santai dan menjadi jauh kurang produktif.

Jumlah produk tambahan yang diproduksi tergantung pada keterampilan <hint=hint_skill_management>Manajemen</hint>. Juga, semakin tinggi tingkat bangunan, dan semakin banyak pekerja, semakin kuat efeknya.

Tindakan akan dilakukan setiap hari selama jam kerja dari pukul 9 pagi hingga 6 sore, selama mungkin atau hingga Anda membatalkannya."
hint_inspection_context,"Instruksi
Distribusi harian instruksi kepada pelayan Aula, sehingga mereka dapat menyampaikannya kepada semua pekerja.

{skill_name} {skill_level} lvl.

Bonus produksi: <green>{production_bonus}%</green>"
hint_inspection_chancery_context,"Instruksi kepada juru tulis
Distribusi instruksi kepada juru tulis di <hint=hint_bld_chancellery>Kanselari</hint>. Juru tulis akan pergi ke bangunan tempat mereka ditugaskan dan menyampaikan instruksi kepada pekerja.

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ Bonus produksi akan menjadi <green>{production_bonus}%</green> ({skill_name} level {skill_level}).
$ Setiap distribusi instruksi akan memakan biaya <hint=hint_resource_paper>{paper_cost}</hint>."
hint_inspection_chancery_context_has_trait,"~
$ Penguasa ini memiliki sifat <hint=hint_trait_precise_language>Bahasa yang Tepat</hint>, sehingga bonus produksi akan menjadi <green>{production_bonus}%</green> ({skill_name} lvl. {skill_level})."
hint_control,"Manajemen Langsung

Secara langsung mengelola bangunan untuk membuatnya beroperasi.

<b>Efek Samping</b>:
Kebutuhan untuk <hint=hint_need_fun>istirahat</hint>.

Tindakan ini akan memakan seluruh hari kerja."
hint_control_context,"Manajemen Langsung

Karakter akan secara langsung mengelola bangunan, dan itu hanya akan berfungsi di hadapan mereka.

Tindakan ini akan dilakukan setiap hari selama jam kerja dari pukul 9 pagi hingga 6 sore, selama memungkinkan atau hingga Anda membatalkannya.

Tindakan ini menghasilkan kebutuhan untuk <hint=hint_need_fun>istirahat</hint>."
hint_train_combat,"Pelatihan Prajurit
Selama hari kerja, karakter yang dipilih akan melakukan pelatihan untuk prajurit, meningkatkan keterampilan <hint=hint_skill_combat>Tempur</hint> mereka.

Efektivitas pelatihan tergantung pada keterampilan <hint=hint_skill_teaching>Pelatihan</hint> penguasa.

Tindakan ini akan dilakukan setiap hari selama jam kerja dari pukul 9 pagi hingga 6 sore, selama memungkinkan atau hingga Anda membatalkannya.

Tindakan ini menghasilkan kebutuhan untuk <hint=hint_need_fun>istirahat</hint>."
hint_learning,"Pelatihan
Satu penguasa melatih penguasa lain dalam <hint=hint_skills>keterampilan</hint> yang dipilih.

$ Selama pelatihan keterampilan, siswa akan memperoleh poin pengalaman, dan setelah mencapai ambang batas, mereka akan mendapatkan level baru dalam keterampilan itu. Setiap level baru memerlukan lebih banyak poin pengalaman.
$ Jumlah pengalaman yang diperoleh tergantung pada keterampilan <hint=hint_skill_teaching>Pelatihan</hint> instruktur dan akan lebih tinggi untuk anak-anak dan individu muda hingga usia 21 tahun.
$ Level maksimum yang dapat dicapai dalam keterampilan yang dilatih ditetapkan oleh level instruktur dalam keterampilan itu.
$ Tindakan ini akan dilakukan setiap hari selama memungkinkan atau hingga Anda membatalkannya.
$ Tindakan ini menghasilkan kebutuhan untuk <hint=hint_need_fun>istirahat</hint>."
hint_learning_context,"Belajar Mandiri
Karakter akan memperoleh <green>{exp}</green> poin pengalaman (<green>{exp_talent}</green> jika ada bakat).

Poin pengalaman hingga level berikutnya: <b>{exp_now} / {exp_lvl_up}</b>.

<b>Efek Samping</b>:
Kebutuhan untuk <hint=hint_need_fun>istirahat</hint>."
hint_gallows_inspection_context,"Manajemen Panggung Gantung
Agar Panggung Gantung berfungsi, penguasa yang ditugaskan akan memberikan instruksi kepada algojo setiap malam."
hint_sermon,"Khotbah
Para penguasa dapat memberikan khotbah di <hint=hint_bld_temple>Kuil</hint>. Mereka dapat digunakan untuk meningkatkan <hint=hint_mood>suaana hati</hint> keseluruhan, memengaruhi jumlah <hint=hint_persons_fanatic>Fanatik</hint>, dan <hint=hint_persons_agnostic>agnostik</hint> di antara jemaat.

$ Untuk melakukan khotbah, tugaskan penguasa di menu <hint=hint_bld_temple>Kuil</hint>.
$ Ini akan memakan biaya beberapa <hint=hint_resource_rune>Cincin Suci</hint>, yang akan masuk ke kantong Uskup.
$ Efektivitas khotbah tergantung pada keterampilan <hint=hint_skill_speech>Persuasi</hint>.
$ Khotbah berlangsung di pagi hari."
hint_sermon_agnostic,"Khotbah Keraguan
$ Dilakukan oleh penguasa yang ditugaskan di <hint=hint_bld_temple>Kuil</hint> di pagi hari.
$ Meningkatkan kemungkinan munculnya <hint=hint_persons_agnostic>agnostik</hint> dan mengurangi jumlah <hint=hint_persons_fanatic>Fanatik</hint> religius.
$ Efektivitas tergantung pada tingkat keterampilan <hint=hint_skill_speech>Persuasi</hint>.
$ Uskup akan tidak senang dengan kesalehan penguasa yang ditunjuk dan akan memperburuk hubungan dengannya sebesar <red>{rel_im}</red>.
{optional_preach_cost}"
hint_sermon_agnostic_context,"Khotbah Keraguan
{skill_name}: {skill_level}

Kemungkinan seorang <hint=hint_persons_fanatic>Fanatik</hint> menjadi penganut biasa dan seorang penganut menjadi <hint=hint_persons_agnostic>agnostik</hint>: <green>{chance_teach}%</green>"
hint_sermon_faith,"Khotbah Iman
$ Dilakukan oleh penguasa yang ditugaskan di <hint=hint_bld_temple>Kuil</hint> di pagi hari.
$ Meningkatkan kemungkinan munculnya <hint=hint_persons_fanatic>Fanatik</hint> religius dan mengurangi jumlah <hint=hint_persons_agnostic>agnostik</hint>.
$ Efektivitas tergantung pada tingkat keterampilan <hint=hint_skill_speech>Persuasi</hint>.
$ Uskup akan senang dengan kesalehan penguasa yang ditunjuk dan akan meningkatkan pendapatnya tentangnya sebesar <green>{rel_im}</green>.
{optional_preach_cost}"
hint_sermon_faith_context,"Khotbah Iman
{skill_name}: {skill_level}

Kemungkinan seorang penganut biasa menjadi <hint=hint_persons_fanatic>Fanatik</hint> dan seorang <hint=hint_persons_agnostic>agnostik</hint> menjadi penganut biasa: <green>{chance_teach}%</green>."
hint_sermon_dogma,"Khotbah Dogma
Memberikan khotbah tentang <hint=hint_dogma>doktrin</hint> baru.

Kemungkinan penduduk menerimanya tergantung pada keterampilan <hint=hint_skill_speech>Persuasi</hint>.

Tindakan ini akan dilakukan setiap hari selama <hint=hint_morning_pray>doa pagi</hint>, selama memungkinkan atau hingga Anda membatalkannya.

Tindakan ini menghasilkan kebutuhan untuk <hint=hint_need_fun>istirahat</hint>."
hint_book_learn,"Pelajari Buku
Mempelajari buku dengan tujuan memperoleh <hint=hint_idea>pengetahuan</hint>.

Semakin tinggi tingkat <hint=hint_skill_knowledge>Kecerdasan</hint> penguasa, semakin cepat pengetahuan diperoleh.

Setelah mempelajari buku, karakter akan dapat membuat salinannya menggunakan <hint=hint_resource_paper>Kertas</hint>.

Tindakan ini akan dilakukan setiap hari, selama memungkinkan atau hingga Anda membatalkannya."
hint_book_rewrite,"Tulis Ulang Buku
Seorang penguasa menyalin buku untuk membuat salinan baru. Dalam prosesnya, penguasa memperoleh <hint=hint_idea>pengetahuan</hint>.

Semakin tinggi tingkat <hint=hint_skill_knowledge>Kecerdasan</hint> penguasa, semakin cepat buku disalin.

Memerlukan dari <hint=hint_resource_paper>{paper_number_min}</hint> hingga <hint=hint_resource_paper>{paper_number_max}</hint> tergantung pada tingkat pengetahuan.

Tindakan ini akan dilakukan setiap hari, selama memungkinkan atau hingga Anda membatalkannya.
{optional_learn_time}"
hint_book_write,"Tulis Buku
Seorang penguasa membuat <hint=hint_book>buku</hint> berdasarkan <hint=hint_idea>pengetahuan</hint>.

$ Semakin tinggi tingkat <hint=hint_skill_knowledge>Kecerdasan</hint> penguasa, semakin cepat buku ditulis.
$ Karena karakter sudah familiar dengan pengetahuan ini, buku ditulis secara nyata lebih cepat.

Memerlukan dari <hint=hint_resource_paper>{paper_number_min}</hint> hingga <hint=hint_resource_paper>{paper_number_max}</hint> tergantung pada tingkat pengetahuan.

Tindakan ini akan dilakukan setiap hari selama jam kerja dari pukul 09:00 pagi hingga pukul 18:00 malam, selama memungkinkan atau hingga Anda membatalkannya.

Tindakan ini memicu kebutuhan untuk <hint=hint_need_fun>istirahat</hint>.
{optional_learn_time}"
hint_bld_castle,"Aula
Bangunan utama kota di mana <hint=hint_persons_lords>para penguasa</hint> menghabiskan waktu mereka.

Ini juga berfungsi sebagai penyimpanan untuk <hint=hint_resource_gold>Emas</hint>.

Memungkinkan Anda untuk menyewa <hint=hint_persons_builder>tukang bangunan</hint> dan <hint=hint_persons_servant>pelayan</hint>."
