Key,Indonesia
display_event.not_enough_resources,Sumber daya tidak mencukupi.
display_event.building_breakdown,Bangunan rusak.
display_event.farm_depleted,Tanah pertanian telah habis kesuburannya.
display_event.farm_soon_depleted,Tanah pertanian akan segera habis kesuburannya.
display_event.not_enough_workers,Pekerja tidak mencukupi.
display_event.wheat_destroyed,Tanaman mati karena kekeringan.
display_event.building_needs_direct_contol,Bangunan memerlukan kontrol langsung untuk beroperasi.
display_event.building_without_inspector,Bangunan membutuhkan manajer.
display_event.order_complete,{value} {resource}: Pesanan selesai!
display_event.building_without_instruction,Pekerja belum menerima instruksi hari ini.
display_event.resources_stolen,Sumber daya dicuri! {value} {resource}
display_event.thugs_appear,Pembunuh berantai muncul di kota.
display_event.wolf_attack,Serangan Fleshwolf!
display_event.no_meds,Salep Medis habis!
display_event.quest_result,Hasil: {quest_name}
display_event.battle_result,Hasil Pertempuran
display_event.battle_start,Pertempuran baru!
display_event.new_quest,{name}
display_event.new_book,Salinan baru dari sebuah buku dibuat: {knowledge}
display_event.new_knowledge,Pengetahuan dipelajari: {knowledge}
display_event.slave_escape,Seorang Narapidana berusaha melarikan diri.
display_event.unhappy_lord,Lord Anda sedang tidak senang.
display_event.actor_dont_work,"Karena suasana hati buruk, {name} menolak menyelesaikan tugas Anda."
display_event.reg_riot_soon,Fanatik menuntut darah: {target_name}!
display_event.reg_riot_cancel,Fanatik puas dengan eksekusi {target_name}. Tidak akan ada pemberontakan.
display_event.holy_family_become_enemy,Anda kehilangan ampunan dari Matriark!
display_event.reg_riot_against_king,Fanatik percaya bahwa {target_name} harus mati.
display_event.reg_riot_in_hour,Pemberontakan akan dimulai dalam beberapa jam!
display_event.low_loyaled,Lord meninggalkan provinsi.
display_event.bulglary_storage,Pengembara merampok gudang Aula.
display_event.hall_robbed,Pengembara menyusup ke Aula dan mencuri Emas.
display_event.library_robbed,Pengembara menyusup ke Perpustakaan dan mencuri Buku.
display_event.lord_kidnapped,Pengembara telah menculik lord Anda!
display_event.lord_killed,Pembunuh berantai yang disuap telah membunuh lord Anda!
display_event.army_returned_from_global_map,Regu telah kembali.
display_event.hirde_bandits_returned_from_global_map,Pembunuh berantai yang disewa telah kembali dengan rampasan.
display_event.kid_now_can_read,{name} tumbuh dewasa dan menjadi remaja.
display_event.bishop_arrived,Uskup telah tiba di pemukiman Anda.
display_event.bishop_leave_province,Uskup meninggalkan pemukiman Anda.
display_event.faction_become_enemy,Faksi {faction_name} telah menjadi musuh kita.
display_event.faction_soon_become_enemy,Faksi {faction_name} segera menjadi musuh kita.
display_event.economy_statistics,Laporan Ekonomi
display_event.dayly_statistic,Statistik Harian
display_event.daily_stat_main_pronlems,Pikiran negatif yang sering
display_event.daily_stat_no_problems,Tidak ada masalah
display_event.world_summary,Ringkasan Dunia
display_event.world_summary_trade,Perdagangan
display_event.world_summary_marriage,Pernikahan
display_event.world_summary_other,Lainnya
display_event.world_summary_politic,Kebijakan
display_event.religious_rebellion_start,Pemberontakan agama telah dimulai!
display_event.slaves_rebellion,Pemberontakan narapidana telah dimulai!
display_event.soldier_rebellion,Pemberontakan prajurit telah dimulai!
display_event.loyalist_rage,Loyalis memulai pembantaian!
display_event.loyalist_rage_over,Loyalis telah mengakhiri pembantaian
display_event.soldier_rebellion_finished,Pemberontakan prajurit telah berakhir
display_event.soldier_rebellion_crushed,Pemberontakan prajurit berhasil ditekan!
display_event.religion_rebellion_crushed,Pemberontakan agama berhasil ditekan!
display_event.religion_rebellion_finished,Pemberontakan agama telah berakhir.
display_event.slaves_rebellion_finished,Pemberontakan narapidana telah berakhir.
display_event.slaves_rebellion_crushed,Pemberontakan narapidana berhasil ditekan!
display_event.culture_rage_today,{name}: kemungkinan akan kerusuhan terhadap {name_2}
display_event.culture_rage,{name}: Mereka memulai kerusuhan.
display_event.culture_rage_over,Kerusuhan berakhir.
display_event.no_new_events,Tidak ada peristiwa.
display_event.player_became_vassal,Anda telah menjadi bawahan {sir_faction}.
display_event.player_stopped_being_vassal,Anda tidak lagi bawahan {ex_sir_faction}.
display_event.enemy_go_to_attack_town_soon,Sepertinya {faction} akan menyerang kota Anda!
display_event.enemy_go_to_attack_village,{faction} mengirim pasukan untuk merampok desa Anda!
display_event.enemy_go_to_attack_town,{faction} mengirim pasukan untuk menjarah kota Anda!
display_event.bandits_go_to_attack_village,Begal (hutan) menyerbu desa Anda!
display_event.bandits_go_to_attack_town,Begal (hutan) menuju untuk menyerang kota Anda!
display_event.bandits_looted_village,Begal (hutan) telah menjarah desa Anda!
display_event.enemy_looted_village,{faction} telah menjarah desa Anda!
display_event.heir_rebellion,Ahli waris memberontak!
display_event.new_heir,Ahli waris mahkota baru adalah {name}
display_event.free_lord_was_hired,Free lord {name} telah disewa untuk {duration} hari
display_event.lord_captured,{name} dari {faction_name} telah ditangkap oleh {faction_name_2}
display_event.captive_terror,{king_name} mengetahui interaksi Anda dengan {captive_name}. Sikapnya terhadap Anda memburuk.
display_event.looted_books,Buku yang dicuri:
display_event.character_part_of_nature_add,{name} memperoleh sifat kepribadian {trait_name}
display_event.character_part_of_nature_delete,{name} kehilangan sifat kepribadian {trait_name}
display_event.character_revail_skill_trait,{name} mencapai kesempurnaan dalam skill {skill_name} dan membuka sifat skill {trait_name}
display_event.dark_order,Pembunuh berantai Anda telah disuap
display_event.student_as_teacher,{student} mencapai level {teacher} dalam skill {skill}
display_event.student_as_teacher_general,{student} mencapai level {teacher} dalam semua skill
display_event.murder_intention_add,{name} merencanakan pembunuhan
display_event.bishop_is_king_enemy,Raja menjadi musuh uskup
display_event.kid_need_lesson,{name}: tidak belajar
display_event.lord_dead_in_travell,{name}: meninggal dalam perjalanan
display_event.other_faction_king_dead,Penguasa {faction} telah meninggal
display_event.soldier_for_rises,Ada prajurit untuk dipromosikan
display_event.persons_forest_bandits,Begal (hutan) di tanah Anda
display_event.religious_punishment_soon,Inkuisisi akan segera tiba
display_event.ceremony_start,Upacara dimulai: {name}
display_event.ceremony_today,"Hari ini, upacara {name} akan berlangsung."
display_event.guest_duel,{name}: Menantang {lord} untuk duel
display_event.lord_seduced,{name} tergoda. Kesetiaannya terancam.
display_event.lord_bribed,{name} telah disuap. Kesetiaan mereka terancam.
display_event.adopted_child_lord,{mother} meninggal saat melahirkan dan {king} memutuskan mengadopsi anak ke dalam keluarga
display_event.drunk_fight_start,{name}: memulai perkelahian mabuk
display_event.nectar_rage_begin,{name}: dalam kemarahan Nektar!
display_event.new_matriarch,Matriark Baru
display_event.synod_relations_begin,Awal hubungan dengan Keluarga Penuh Kasih
display_event.discovered_talent,{name}: Menemukan bakat baru selama Pelatihan!
display_event.inspired_today,{names}: Inspirasi!
display_event.terror_culture,Rakyat {name} menderita teror budaya.
display_event.culture_migration_increase,{name}: Akibat Perang
display_event.character_assimilated,{name}: mengubah budaya mereka di bawah pengaruh.
display_event.death_is_near,{name}: Sekarat
display_event.death_is_near_king,{name}: Penguasa sedang sekarat
display_event.death_is_near_king_heirs_power_struggle,{name}: Penguasa sedang sekarat. Perebutan takhta di antara para pewaris telah dimulai!
family.brother_sister_f,Saudari
family.brother_sister_m,Saudara
family.child_f,Putri
family.child_m,Putra
family.ex_paramour_f,Mantan Kekasih
family.ex_paramour_m,Mantan Kekasih
family.ex_spouce_f,Mantan Pasangan
family.ex_spouce_m,Mantan Pasangan
family.nephew_niece_f,Keponakan Perempuan
family.nephew_niece_m,Keponakan Laki-laki
family.paramour_f,Kekasih
family.paramour_m,Kekasih
family.parent_f,Ibu
family.parent_m,Ayah
family.spouce_f,Pasangan
family.spouce_m,Pasangan
family.uncle_aunt_f,Bibi
family.uncle_aunt_m,Paman
menu.appoint.inspection,Pemeriksaan
menu.appoint.preaching,Khotbah
menu.appoint.soldiers_training,Pelatihan Prajurit
menu.appoint.training,Pelatihan
appoint.clerk_additional,Dari Kancelari
menu.army,Pasukan
menu.army.commander,KOMANDAN
menu.army.create_army,Buat
menu.army.group.exp_mercenaries,TENTARA BAYARAN BERPENGALAMAN
menu.army.group.mercenaries,KSATRIA ({count})
menu.army.group.militia,DARI PETANI ({count})
menu.army.group.slave,NARAPIDANA BEBAS ({count})
menu.army.group.rise,Promosikan
menu.army.hire,Rekrut
menu.army.hire_soldier.caption,Merekrut Pasukan
menu.army.lords,KOMANDAN
menu.army.new_army_button,Pasukan
menu.army.new_army.caption,Pasukan Baru
menu.army.new_army.create,Buat
menu.army.new_army.auto,Otomatis
menu.army.new_army.warriors,PRAJURIT ({count})
menu.army.new_army.warehouse,Di Stok
menu.army.new_army.squad_equip,Di Regu
menu.army.new_army.weapon,Senjata
menu.army.new_army.armor,Zirah
menu.army.new_army.shield,Perisai
menu.army.patrol,Patroli Kota
menu.army.soldiers,PRAJURIT
menu.army.without_equip,Tanpa Peralatan
menu.construction.category.army,Pasukan
menu.construction.category.housing,Perumahan
menu.construction.category.production,Produksi
menu.construction.category.resources,Sumber Daya
menu.construction.category.service,Pelayanan
menu.construction.category.decor,Dekorasi
menu.construction.hint.produce,Menghasilkan:
menu.economy,Ekonomi
menu.economy.do_up_to,Lakukan hingga
menu.economy.do_up_to_x,Lakukan hingga X
menu.economy.in_construction,Dalam Pembangunan
menu.economy.make,Buat
menu.economy.make_x,Buat X
menu.economy.order_complete,Tujuan telah tercapai
menu.economy.required,Diperlukan
menu.economy.resources,Sumber Daya
menu.economy.sell,Jumlah
menu.economy.sold,Terjual
menu.economy.used,Digunakan
menu.economy.workshops,Bengkel
menu.finance.by_price,Harga per Unit
menu.finance.caption,Keuangan
menu.finance.daily,Pengeluaran Harian
menu.finance.daily_jobless,Menganggur
menu.finance.daily_services,Pelayanan
menu.finance.daily_soldiers,Prajurit
menu.finance.daily_workers,Petani
menu.finance.dayly_sales,Penjualan per Hari
menu.finance.food,Makanan
menu.finance.food_for_slaves,Narapidana
menu.finance.market,Pasar Lokal
menu.finance.money,Uang
menu.finance.salary,Upah
menu.finance.sell,Jumlah
menu.finance.slaves,Narapidana
menu.finance.taverns,Kedai
menu.finance.total,Total
menu.finance.goods_availability.title,Kekayaan Penduduk
menu.finance.goods_availability.population,Penduduk:
menu.finance.goods_availability.slaves,Narapidana:
menu.finance.goods_availability.peasants,Penduduk
menu.finance.goods_availability.soldiers,Prajurit
menu.finance.goods_availability.food_for_sale,<hint=hint_food>Makanan</hint> untuk dijual:
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>Alkohol</hint> untuk dijual:
menu.finance.goods_availability.food_for_slaves,<hint=hint_food>Makanan</hint> didistribusikan:
menu.finance.goods_availability.drinks_for_slaves,<hint=hint_alcohol>Alkohol</hint> didistribusikan:
menu.finance.goods_availability.savings,Rata-rata <hint=hint_wealth>kekayaan:</hint>
menu.finance.goods_availability.sale_yesterday,<b>Total terjual kemarin:</b>
menu.appoint.victory_chance,Peluang Kemenangan:
menu.production,Produksi
menu.tools.hint.army,Tentara
menu.tools.hint.clan,Dinasti
menu.tools.hint.construction,Konstruksi
menu.tools.hint.finance,Keuangan
menu.tools.hint.statistics,Statistik
menu.tools.hint.knowledge,Pengetahuan
menu.tools.hint.production,Produksi
menu.tools.hint.world,Dunia
menu.trade,Perdagangan
menu.trade.deal,Perdagangan
menu.trade.price_change_reason,{bonus_penalty_side} karena perbedaan skill {skill_name}
menu.trade.price_change_global_map,Harga beberapa barang naik karena peristiwa di peta global
menu.trade.price_change_reason.bonus,menguntungkan Anda
menu.trade.price_change_reason.penalty,menguntungkan pedagang
menu.family.restrictions,Pembatasan
menu.family.tree,Pohon Keluarga
menu.family.сhronicles,Kronik
menu.family.dogmas,Dogma
menu.battle_squad.is_allow_shoot,Otorisasi Penembakan
menu.battle_squad.stats.on_legs,Di kaki:
menu.battle_squad.stats.moral,Suasana hati:
menu.battle_squad.stats.equipment,Peralatan:
menu.battle_squad.stats.skill,Keterampilan Tempur:
menu.battle_squad.hostage,Menangkap sandera
menu.battle_squad.surrender,Menyerah
menu.battle_squad.disband,Pembubaran
menu.battle_squad.header,REGU TEMPUR
menu.battle_squad.loot,Rampasan Perang
menu.battle_squad.order,Perintah
menu.battle_squad.is_protect_archers,Lindungi pemanah
menu.battle_squad.is_commander_stay_in_back,Tetap di belakang
name.trader,Pedagang
notification.miscarriage,{name} keguguran.
notification.actor_use_medicine,{name} menggunakan Salep Medis.
notification.character_get_robbed,{name} diserang oleh perampok.
notification_character.immobilized,{name} tidak bisa bergerak.
notification.character_close_dead,{name_initiator} -> {name_target}: berduka tak terkira atas kehilangan
notification.character_crime,{name} dituduh melakukan kejahatan!
notification.character_date,{name_initiator} dan {name_target} akan berkencan hari ini
notification.character_dead,{name} telah meninggal dunia
notification.character_disease_hard,{name} sakit parah
notification.character_gift,{name_initiator} -> {name_target}: memberi hadiah
notification.character_intrigue_full,{name_initiator} -> {name_target}: hubungan dengan {name_third_person} memburuk akibat intrik.
notification.character_intrigue,{name_target} -> {name_third_person}: hubungan memburuk karena intrik
notification.character_join_to_player,{name} bergabung dengan keluarga bangsawan Anda
notification.character_love,{name_initiator} -> {name_target}: jatuh cinta
notification.character_low_loyalty,{name}: Loyalitas rendah
notification.character_praise,{name_target} -> {name_third_person}: hubungan membaik akibat pujian.
notification.character_skill_new_level,{name} naik level baru! {skill}: {level}
notification.character_slander,{name_target} -> {name_third_person}: hubungan memburuk karena fitnah
notification.character_unconscious,{name} tidak sadar
notification.character_under_attack,{name} memasuki pertempuran!
notification.character_go_insight,{name} menerima pencerahan: {knowledge_name}
notification.characters_start_fight,{name_initiator} dan {name_target} memulai perkelahian!
notification.characters_start_duel,{name_initiator} dan {name_target} memulai duel!
notification.date_denied,{name_initiator} -> {name_target}: menolak kencan.
notification.enemy_commander_dead,Komandan regu musuh telah dibunuh!
notification.enemy_commander_surrender,Komandan musuh menyerah!
notification.enemy_commander_retreat,Komandan regu musuh sedang kabur!
notification.enemy_commander_unconscious,Komandan regu musuh tidak sadar!
notification.guest_bribe_fail,{name}: tamu menolak menerima hadiah dari raja Anda
notification.guest_bribe_success,{name}: tamu menerima hadiah dari raja Anda
notification.guest_attempted_bribe_succes,{name}: menerima hadiah dari {iniciator}. Loyalitas menurun
notification.character_start_action_task,{name} mulai melakukan tugas: {action_task}
notification.guest_leaving,{name}: tamu sedang meninggalkan pemukiman
notification.guest_leaving_danger_wound,{name}: tamu meninggalkan pemukiman karena luka berbahaya
notification.guest_leaving_bad_mood,{name}: tamu meninggalkan pemukiman karena depresi.
notification.guest_arrive,{name}: tamu telah tiba di pemukiman
notification.murder_fighting,{name_initiator} sedang marah dan bertarung sampai mati!
notification.murder_night_murder,{name_initiator} sedang merencanakan pembunuhan
notification.murder_poison_success,{name_target} diracuni
notification.character_game_of_dice_win,{name_winner} -> {name_looser}: memenangkan Emas dalam permainan dadu
